Key,ShortKey,Source,Row,Module,Field,Role,CN,ID
Item_9689_StoryDesc,aGaC,d道具_Item_A.csv,319,Item,StoryDesc,,「撤退，撤退！」\n「往@3撤！动作快！」\n「救命，救救我！不要丢下我！」\n「别管他了，赶紧撤退——艾尔瓦！」\n手持铳刃的士兵一个健步冲了出去，炮火在她身侧炸响，士兵的厮杀声，惨叫声，急促的战争号角响成一片。血液染黑了泥土，散发着连硝烟的气味都无法盖过的浓重腥味，倒在地上的士兵们眼神空洞，不论是哪个颜色的军服，都在此刻变成了刺眼的红。\n艾尔瓦咬着牙，顶着一个又一个向她攻来的人向前。她能看见了，那个呼救的年轻人，他被按在地上，双手同时用力努力格挡住来自一名高大敌军的匕首。\n爆裂的枪鸣与剧烈的疼痛同时造访，不远处的敌人缓缓倒下，艾尔瓦立刻回身挥刀，忍着腿部的疼痛向前用力撞去，趁着敌人失去平衡的瞬间一把贯穿了对方的胸膛，同时按下扳机。\n子弹打入躯体溅起血肉，她随意抹了一把脸，回头想要确认年轻人的安全，却发现对方已经不知何时离开了。\n她低头看去，一把刀从她的左膝上方贯穿了她的腿，温热的血液汨汨流淌。\n她从披风上撕下一条布绑在腿根勉强限制血流，将铳刃当做临时拐杖一瘸一拐地跟上部队。,"""Mundur, Mundur!""\n""Mundur ke @3!, Cepat!""\n""Tolong, Tolong aku, Jangan tinggalkan aku!\n""Tinggalkan dia, Mundur sekarang—Alva!""\nTentara yang memegang pedang bersenapan itu berlari maju, ledakan Meletus disekitarnya, menyatu dengan kerusuhan perang, jeritan dan suara terompet peperangan. Darah membasahi tanah, aromanya begitu kuat, lebih kuat dari aroma mesiu yang meledak. Hamparan tentara tak bernyawa tergeletak di atas tanah dengan seragam yang dipenuhi rona warna darah.\nAlva menggertakkan giginya, melangkah maju menghadapi musuhnya yang menyerang terus menerus. Dia melihatnya—seorang anak muda yang menangis meminta pertolongan, terjebak di atas tanah, melawan gempuran belati dari musuhnya dengan rasa putus asa.\nSuara tembakan yang memekakkan telinga dan rasa sakit itu mendera tanpa henti; lawan yang berada di dekatnya tumbang perlahan. Alva mengayunkan pedangnya, menahan rasa sakit di kakinya seraya ia melangkah maju tanpa gentar, menusukkan senjatanya ke dada musuhnya, lalu menarik pelatuk senapannya.\nDarah terhempas ke segala arah, dia membasuh wajahnya dan mendapati kalau anak muda itu telah tiada.\nDia melihatnya—sebilah pisau menembus lutut kirinya, darah bercucuran.\nDirobeknya pakaan miliknya untuk menghambat pendarahan, digunakanlah pedang bersenapan miliknya sebagai tongkat jalan sementara untuk menggantikan kakinya."
Item_9873_Desc,aGnX,d道具_Item_A.csv,320,Item,Desc,,属性为黑印掉落的命轮。,<Italic:Wheel of Destiny> dengan atribut <Italic:Sigil Yield.>
Item_9873_StoryDesc,aGoa,d道具_Item_A.csv,320,Item,StoryDesc,,他被大公指名成为骑士时，仅在世界上见证了七个四季。 \n\n大公一时兴起逗弄小孩的玩笑话，却被所有人当了真。\n骑士们训练他的骑射武艺，女官教导着他的礼仪，公主也信任并依靠着这名小小骑士。\n\n漫步在亚奎丹与峡谷的旷野高原上，年轻的骑士牵着公主的马。公主无力地趴伏在马背上，不可视的黑暗正在吞噬她的身体。\n\n「公主，我们不能再往前了。」\n穿过这道峡谷，越过这条河流，就会离开养育他们的土壤。\n战火在外界蔓延，敌人隔岸对丰沃的土地虎视眈眈。\n凭着天堑之隔，小小的土地得以苟延残喘地活着，维持着「国家」的尊严。\n在峡谷的这头，他们见证了对岸的覆灭与苦痛。\n无辜者的祈求与悲痛坠入了河流，成为了胜者诗篇的一部分。\n\n无论是多伟大的国度，都将无法阻拦地被卷入历史。\n\n敌人斩下了稚嫩的双手，他不再能举起枪与盾。\n敌人踩碎了脆弱的双膝，让他只能眼睁睁看着铁骑砸开行宫的大门。\n骑士挣扎着咬在了敌军战马的腿上，却并未能阻止敌人的暴行。\n\n然后，他第一次看见了公主口中的「黑色瘟疫」。\n\n洪水般的黑液冲出行宫大门，没过铁骑们的腿甲，却无人一人因此而停下。\n汹涌的「黑色瘟疫」灌进了口鼻，呛入了肺腑，他却仍不想在这里倒下。\n再然后，那无比熟悉的声音直接在脑海响起。\n「你做的已经够多了……我最忠实的骑士。」\n\n最后，眼前只剩空白一片。,"Ketika seorang bangsawan menunjuknya sebagai seorang ksatria, usianya masih  sangat muda.\n\nMulanya bangsawan itu hanya bergurau, namun semua orang menganggapnya dengan serius.\nDia kemudian dilatih oleh ksatria lainnya untuk memanah sambil berkuda, para pekerja mengajarinya tentang etika bangsawan, dan sang putri sangat mempercayai ksatria muda itu.\n\nSambil melintasi pegunungan dan jurand si Aequidan, ksatria muda itu menuntun kuda milik Sang Putri. Sang Putri bersandar dengan lemah di atas kudanya seraya sesuatu yang gelap perlahan melahap tubuhnya.\n\n""Tuan Putri, kita tidak bisa pergi lebih jauh,""\nJika mereka meninggalkan jurang dan danau, mereka akan langsung meninggalkan tempat kelahiran mereka.\nDi luar, perang terjadi dengan begitu hebat dan pasukan lawan telah mengincar tanah subur di seberang danau dengan rakus.\nBerkat jurang yang memisahkan mereka, tersisa sebuah dataran kecil yang aman, mempertahankan sedikit martabat dari ""bangsa"" yang sedang diserang itu.\nDi sisi lain jurang, mereka melihat kejatuhan dan penderitaan dari orang-orang di seberang danau.\nKetakutan dan pemohonan mereka yang tidak berdosa, jatuh ke dasar sungai, menyatu dengan larik kemenangan dari penjajah.\n\nTidak peduli seberapa besar sebuah bangsa, dia tidak akan terlepas dari garis dan takdir sejarahnya.\n\nTangan lembutnya itu telah dijagal oleh musuhnya... dia tidak lagi bisa mengangkat tombak dan perisainya.\nLututnya yang lemah itu, dihancurkan sehingga dia hanya bisa menatap tidak berdaya seraya kavaleri musuh mendobrak pintu istana.\nKsatria itu masih mencoba berpegangan di kaki para penunggang kuda, namun sungguh tidak berdaya menghadapi kekejaman mereka.\n\nKemudian... untuk pertama kalinya, dia menyaksikan ""Wabah Hitam"" yang pernah disebutkan oleh Sang Putri.\n\nGumpalan cairan hitam masuk melalui pintu istana, menggenangi pasukan kavaleri, namun tak satupun dari mereka berhenti.\n""Kau sudah melakukan yang terbaik... Kstaria ku yang paling setia.""\n\nPada akhirnya, hanya kehampaan yang ada di hadapan matanya."
Item_9849_Desc,aGmf,d道具_Item_A.csv,321,Item,Desc,,属性为狂气回充等级的命轮。,<Italic:Wheel of Destiny> dengan atribut <Italic:Aliemus Regen Level.>
Item_9849_StoryDesc,aGmi,d道具_Item_A.csv,321,Item,StoryDesc,,祂们脱胎于人类对未知的想象，却没有想象中的歇斯底里与张牙舞爪。\n\n祂们是理智的，祂们是冷静的。\n\n祂们为未来而来，为存续而来。\n\n祂们是最反常、最难以置信的奇迹。\n\n起初，祂们的声音有如虫鸣。但在完全能够理解祂们的思考后，那声音便沉寂了下来。\n\n但此后，声音的主人们试图左右她所做的每一个决定。\n\n以唤醒体之身苏醒的第一年，她学会了与脑子里的声音相处。\n\n她潜入意识，成为格式塔的一部分，攫取所需要的信息与知识，最后安然抽身，回到现实。\n\n在「黑色瘟疫」找上这具身体时，她也是这么做的。\n\n她要将身体与知识、记忆、灵魂摘离，让大脑成为不朽的个体。\n\n手术完成后，她险些进入了生动又奇妙的睡眠中——但只消数秒，她的思维便重新开始了运作。\n\n她清楚地知道，自己正在接近那超越了形式、力量与对称性混沌中的绝对毁灭。,"Mereka terlahir dari imajinasi manusia tentang yang tidak diketahui, tetapi mereka tidak memiliki hysteria dan sifat ganas yang sering dibayangkan.\n\nMereka justru rasional; Mereka justru tenang\n\nMereka datang untuk masa depan, mereka datang untuk sebuah eksistensi.\n\nMereka adalah keajaiban yang paling luar biasa dan paling tidak biasa.\n\nMulanya, suara mereka menyerupai serangga. Namun setelah memahami cara mereka berfikir, suara itu seketika lenyap.\n\nSetelah itu, sang pemilik suara itu berupaya untuk mempengaruhi setiap langkah yang dibuatnya.\n\nDi tahun pertamanya sebagai seorang <Awakener>, dia mulai berlajar untuk hidup berdampingan dengan suara yang bergemuruh dalam benaknya.\n\nDia menyatukan kesadarannya, menjadikan suara itu sebagai bagian dari gerak tubuhnya, mengambil seluruh informasi dan pengetahuan yang dia butuhkan, dan memisahkan kesadaran itu untuk kembali pada kesadarannya.\n\nDia melakukan hal yang sama seperti ketika ""Wabah Hitam"" itu datang untuk mengambil tubuhnya.\n\nDia mencoba untuk memisahkan sebuah tubuh dari segala pengetahuan, ingatan, dan jiwa, membuat otaknya sebagai sebuah entitas yang abadi.\n\nSetelah melakukan pembedahan, dia kemudian terlelap dengan nyenyak—namun dalam beberapa saat kemudian, pikirannya kembali berjalan.\n\nDia telah mengetahui kalau dirinya sedang mendekati sebuah kehancuran yang pasti dengan kekuatan yang melampaui segala yang ada. "
Item_9817_Desc,aGjX,d道具_Item_A.csv,322,Item,Desc,,属性为银钥充能等级的命轮。,<Italic:Wheel of Destiny> dengan atribut <Italic:Keyflare Regen Level.>
Item_9817_StoryDesc,aGka,d道具_Item_A.csv,322,Item,StoryDesc,,双手大剑长而沉重，在足够的力道下足以将人斩成两段。\n\n匕首轻便灵巧，便于隐藏，非常适合出其不意的攻击。\n\n弯刀弧线华美，刀刃锋利，劈砍时可以轻松嵌入皮肉，拉开一道深深的口子。\n\n枪械快而霸道，弩箭无声且迅速，各种各样的金属部件在灯光下闪着冷酷的光。十岁的拉蒙娜站在挂满了一墙的武器前，脸上是不符合年龄的成熟与慎重。\n\n「你想选哪个？」养父——不，是抚养自己长大的父亲——的声音从身后传来，「选好了，我去给你物色老师。」\n\n哪个呢？大剑的沉重既是优点也是缺点；匕首难以应对较长的武器；弯刀虽然长，但切割总是会带来很多不必要的损伤；枪械噪音太大，弩箭容易弹药耗尽。\n\n在弥萨格训练场旁观了这么多天，她知道自己能一眼看出作战双方的弱点，并能近乎直觉地计划好攻击路线。那些需要大量经验积累才能知道的东西，在她这里只需一秒便能推演出来。不，她要的不是这些。她需要一个更精确的，能够用最少的力造成最大的伤害的武器。\n\n女孩思索片刻，从一旁搬来一个凳子，站在上面将手伸向挂在高处的细剑。\n\n细长优雅，灵活轻便，可以很准确地造成伤害——没错，就是它，它符合她的一切要求。,"Pedang besar itu, berat dan panjang; Mampu membelah seseorang menjadi dua jika diayunkan dengan kuat.\n\nBelati itu ringan dan gesit, mudah disembunyikan, cocok untuk digunakan dalam serangan kejutan.\n\nPedang berkelok memiliki lekuk yang indah; Bilahnya tajam, mampu mengoyak daging dan menciptakan luka sayat yang besar.\n\nSenjata api itu cepat dan mendominasi, busur silang itu senyap dan cepat; Beragam potongan logam berkelindan di bawah cahaya. Ramona yang masih berusia sepuluh tahun itu berdiri di hadapan dinding yang penuh senjata. Wajahnya menunjukkan ekspresi serius layaknya orang dewasa.\n\n""Yang mana yang kamu mau?"", ujar pengasuhnya- ...Bukan,  Ayahnya- yang datang dari belakang. ""Setelah kamu memilih, akan kucarikan seseorang untuk mengajarimu.""\n\nYang manakah? Bobot dari pedang besar itu memiliki kekurangan dan kelebihannya sendiri; Belati tidak dapat digunakan melawan senjata yang lebih jauh jangkauannya; Pedang berkelok itu, meski panjang, tetapi sering membuat serangan yang tidak penting; Senjata api terlalu lantang dan busur silang bisa saja kehabisan amunisi untuk digunakan.\n\nSetelah mengamati tempat latihan di Mythag selama berhari-hari, dia tau cara mencari titik lemah dari setiap petarung dan hampir secara alami menciptakan pola serangan untuk membalas. Hal-hal yang butuh waktu lama untuk dipelajari disederhanakan menjadi hanya beberapa detik saja untuk dipahaminya. Tidak, yang dibutuhkannya adalah sesuatu yang lebih jitu, sebuah senjata yang mampu memberikan efek besar meski dengan tenaga yang kecil.\n\nGadis itu merenung sejenak, menggeser sebuah kursi kecil dari sisi ke sisi, menggunakannya sebagai pijakan, lalu meraih sebuah Rapier  yang tergantung di atas.\n\nPanjang, elegan, lincah dan ringan. Pedang itu dapat dapat melukai lawannya dengan akurat—Ya, itulah pilihannya."
Item_9589_Name,aFTd,d道具_Item_A.csv,323,Item,Name,,腐朽赠礼,Karunia Kehancuran
Item_9589_Desc,aFTb,d道具_Item_A.csv,323,Item,Desc,,提高持有者施加的中毒层数，伴随着钥令的释放获得更多的狂气。,<Italic:Wheel of Destiny> dengan atribut <Italic:DMG Amplification.>
Item_9589_StoryDesc,aFTe,d道具_Item_A.csv,323,Item,StoryDesc,,「人们于潮来时诞生，于潮退时死亡」\n这是在宁菲亚的家乡一直流传的传说。\n\n塞瓦达的乡民不惧死亡，在他们看来，生命的萌芽与凋零就像潮起潮落，都是自然的一部分。\n他们热爱蓝天、大海、成群翻飞的海鸥，还有迎着朝阳盛开的马蹄莲。\n他们厌恶蒸汽、铁轨，以及一切人工干涉痕迹太重的事物——对生命的干涉也包含在列。\n人为地斩断自己的生命，在塞瓦达人看来是不可接受的。\n\n宁非亚并不是一个典型的赛瓦达人。\n比如说，她总是被沉船的氛围所吸引。\n一艘死去的沉船是无数生命的家园：鱼、水草、各种贝类……\n在这里，生与死以一种神秘、圣洁的方式交织在一起。\n宁菲亚满怀平静靠近沉船，仿佛迈入一座无比庄严的大教堂。\n\n在父亲带她外出旅行散心的岁月中，宁菲亚曾看过一部五幕剧。\n关于那部剧的内容，宁菲亚早已模糊，似乎讲了一位古代帝王的一生。\n他生前戎马倥偬，征战南北，却死于可耻的阴谋。\n她记得里面的一句台词：\n<Italic:懦夫在未死以前，就已经死过好多次；勇士一生只死一次。>\n\n多年以后，当宁菲亚步入冰冷的海水，却因对生的眷念而痛苦不已时，脑中便飘过那句话：\n「勇士一生只死一次……」\n于是她擦干眼泪，最后一次向父母道别，这才向心中的沉船继续行进。\n她将成为自己的勇士。,"""Manusia terlahir dari pasang dan mati bersama surut.""\nIni adalah legenda menurun di kampung halaman Nymphaea.\n\nPenduduk di Sevada tidak takut akan kematian. Bagi mereka, kehidupan dan kematian adalah layaknya pasang dan surut ombak. Keduanya adalah bagian dari alam.\nMereka mencintai birunya langit, lautan, kawanan camar yang beterbangan, dan bunga Calla Lilly yang mekar bersama mentari.\nMereka tidak menyukai mesin uap, jalanan bercampur besi, dan segala hal yang banyak melibatkan campur tangan manusia—Termasuk dalam kebencian itu, adalah segala upaya yang menodai kehidupan.\nMempersingkat umur hidup seseorang adalah hal yang tidak dapat diterima di hadapan orang Sevedia.\n\nTetapi, Nymphaea bukan sekedar seorang Sevedia.\nDia menyukai suasana yang ada dari reruntuhan kapal.\nReruntuhan kapal adalah rumah untuk beragam kehidupan: ikan, tanaman air, bermaca-macam kerrang...\nDi situ, kehidupan dan kematian berpadu dalam cara yang misterius dan sacral.\nDengan tenang, Nymphaea mendekati reruntuhan kapal seakan dirinya tengah menapaki katedral yang begitu megah.\n\nDahulu, ketika ayahnya sering membawanya jalan-jalan untuk bersantai, Nymphaea melihat drama liba babak.\nCerita tentang pentas itu sudah memudar dalam ingatannya, hanya gambaran jika itu adalah cerita tentang kerajaan lama.\nDia hidup dalam kehidupan yang kacau, dipenuhi kampanye militer di setiap penjuru, hanya untuk mati dalam sebuah konspirasi memalukan.\nNymphaea mengingat satu ucapan:\n<Italic:Pengecut akan mati berulang kali sebelum benar-benar menemui ajalnya; yang gagah berani tidak akan pernah mati sebelum mencapai ajalnya.>\n\nBeberapa tahun kemudian, ketika Nympahea menginjakkan kakinya di pesisir laut yang dingin, didera penderitaan atas keinginan hidupnya, kalimat itu terlintas dalam benaknya:\n""Yang gagah berani tidak akan pernah mati sebelum mencapai ajalnya...""\nKemudian dia menyapu air mata dari wajahnya, mengucapkan selamat tinggal kepada orang tuanya untuk terakhir kalinya, lalu beranjak menapaki reruntuhan kapal di dalam hatinya.\nDia... akan menjadi pejuang untuk dirinya seorang."
Item_9974_Desc,aGuT,d道具_Item_A.csv,324,Item,Desc,,提高持有者施加的中毒与治疗能力，释放狂气爆发后恢复少量生命。,<Italic:Wheel of Destiny> dengan atribut <Italic:Aliemus Regen Level.>
Item_9974_StoryDesc,aGuW,d道具_Item_A.csv,324,Item,StoryDesc,,埃里温人居住在灰色的石之城里，毗邻绿色的大湖。\n\n大湖没有名字，早在埃里温人有记忆起，它便存在于此。\n相传，邪恶的女妖被封印在湖水深处。\n她与大湖同样古老，是鸿蒙初开之时被粗鲁塑造的可怖存在。\n天真又胆怯的埃里温人惧怕女妖，他们试图讨好女妖，确保她能永远安静地待在湖底。\n\n「应该做点什么呢？」\n「是啊，做点什么呢？」\n「那就跳舞吧！无论如何，跳舞总是好的。」\n\n于是，每逢凸月，埃里温人聚集在湖畔，面对纸草做成的偶像翩然起舞。\n彼时月明星稀，一切和平。\n\n数百年后，埃里温人忘记了历史，忘记了寓言，也忘记了偶像。\n在石之城建城的千年庆典上，他们放肆欢笑，畅饮美酒。\n嘈杂的声音投入湖中，就像石头入水，以无穷无尽的圆圈从湖中央蔓延，最终触及深处的存在。\n于是，恰逢凸月，埃里温人听到了声音范围之外的声音，见到了视觉范围之外的月亮和火焰。\n他们最终也成为寂静的一部分。\n\n这些无限空间内的永恒寂静使埃里温人充满恐惧。\n他们被迫像神秘主义者一样端坐不动，眼见新的族群在他们面前放肆欢笑，畅饮美酒，来来去去，周而复始。\n所以宇宙会永远继续膨胀，星系会越来越远，所有事物都会消亡。\n事情就是这样。\n埃里温人是否为此感到孤独一点也不重要。,"Orang-orang Erivin tinggal di kota yang terbuat dari batu berwarna kelabu, bersebelahan dengan danau hijau\n\nDanau itu tidak memiliki nama dan telah berada di situ sejak awal para orang-orang Erivin hidup.\nDalam kisahnya, ada seorang wanita penyihir yang tersegel di dasar danau.\n Penyihir yang sama tuanya dengan usia danau itu, diceritakan sebagai sosok mengerikan yang telah ada sejak awal penciptaan kehidupan.\n Naif dan pemalu, orang-orang Erivin takut dengan penyihir itu dan mencoba untuk membuatnya tetap tenang di dasar sungai.\n\n""Apa yang harus kita lakukan?\n""Ya, apa yang harus kita lakukan?""\n""Kita menari saja!, Lagipula, tarian itu selalu indah.""\n\nDan dengan demikian, setiap bulan purnama, para Erivin berkumpul di danau untuk menari dengan suka-cita di hadapan patung kertas.\nPada momen itu, rembulan bersinar terang, bintang-bintang berkelindan, semuanya begitu damai.\n\nNamun ratusan tahun kemudian, para Erivin melupakan sejarahnya, melupakan cerita-cerita dongengnya, dan melupakan patung-patung pujaan mereka.\nDalam perayaan tahunan kota batu itu, mereka berpesta dengan penuh tawa, minum anggur hingga puas.\nSuara gaduh itu terdengar sampai di dasar danau layaknya batu yang menghantam air, menyebarkan gema tak berakhir di tengah danau, hingga mencapai kedalaman paling dalam.\nSaat bulan purnama, orang-orang Erivin lantas mendengar suara yang tidak pernah mereka dengar sebelumnya, begitu dahsyat dan kencang... Mereka melihat rembulan bersama kobaran api dalam pandangannya.\nMereka lantas menyatu dengan keheningan.\n\nKeheningan yang tidak kunjung berakhir itu membuat orang-orang Erivin merasakan ketakutan luar biasa.\nMereka dipaksa untuk duduk terdiam seperti arwah, hanya dapat melihat pendatang baru tertawa, minum, dan bersuka ria di hadapan mereka, silih berganti.\nSemesta makin meluas dan galaksi saling berpisah, segala yang ada pastilah akan hilang.\n Semua memang begitu adanya.\nRasa kesepian yang melanda para Erivin tidak lagi menjadi hal yang penting bagi semesta. "
Item_9943_Desc,aGsH,d道具_Item_A.csv,325,Item,Desc,,提高持有者造成的反击层数，在承受伤害的同时能够积蓄临时力量。,<Italic:Wheel of Destiny> dengan atribut <Italic:Crit. Rate.>
