Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
Task_90878_Desc,bytn,r任务_Task_A.csv,600,Task,Desc,,颅庭挽歌Ⅵ,Ossuary Antiphon VI
Task_90869_Desc,byte,r任务_Task_A.csv,601,Task,Desc,,颅庭挽歌Ⅶ,Ossuary Antiphon VII
Task_90874_Desc,bytj,r任务_Task_A.csv,609,Task,Desc,,渊海胎动Ⅵ,Abyss Gestation VI
Task_90897_Desc,bytG,r任务_Task_A.csv,610,Task,Desc,,渊海胎动Ⅶ,Abyss Gestation VII
Task_43828_Name,begh,r任务_Task_A.csv,5683,Task,Name,,「超越之力」Ⅲ,Transcendent Power III
Task_43973_Name,berP,r任务_Task_A.csv,5684,Task,Name,,「超越之力」Ⅳ,Transcendent Power IV
Task_56111_Name,bfwP,r任务_Task_A.csv,5686,Task,Name,,「超越之力」Ⅵ,Transcendent Power VI
Task_56112_Name,bfwV,r任务_Task_A.csv,5687,Task,Name,,「超越之力」Ⅶ,Transcendent Power VII
Task_56123_Name,bfxX,r任务_Task_A.csv,5688,Task,Name,,「超越之力」Ⅷ,Transcendent Power VIII
Task_43873_Name,bejL,r任务_Task_A.csv,5709,Task,Name,,交错的命运Ⅵ,Intertwined Fates VI
Task_56191_Name,bfBB,r任务_Task_A.csv,5713,Task,Name,,量子纠缠的未来Ⅳ,Quantum Entangled Future IV
Task_56181_Name,bfAF,r任务_Task_A.csv,5715,Task,Name,,量子纠缠的未来Ⅵ,Quantum Entangled Future VI
Task_43864_Name,bejh,r任务_Task_A.csv,5746,Task,Name,,相位重叠Ⅲ,Phase Overlap III
Task_43863_Name,bejb,r任务_Task_A.csv,5747,Task,Name,,相位重叠Ⅳ,Phase Overlap IV
AvgCommunicate_80100_Content_6,brMy,avg通讯器聊天表_AvgCommunicate_A_M.csv,1134,AvgCommunicate,Content,克莱门汀AF,测试的最终目的不是评判健康与否，而是观测可能出现的心理问题。,"The ultimate purpose of the test is not to judge health, but to observe potential psychological issues."
AvgCommunicate_80100_Content_7,brMz,avg通讯器聊天表_AvgCommunicate_A_M.csv,1135,AvgCommunicate,Content,克莱门汀AF,%player%，来到这里后，你是否会产生孤独感，是否会想念那个世界的朋友？,"%player%, after coming here, do you feel lonely? Do you miss your friends from that world?"
AvgCommunicate_80100_Content_9,brMB,avg通讯器聊天表_AvgCommunicate_A_M.csv,1137,AvgCommunicate,Content,玩家,或许你是对的，我确实很想他们……,I suppose I do miss them...
AvgCommunicate_80100_Content_10,brMq,avg通讯器聊天表_AvgCommunicate_A_M.csv,1138,AvgCommunicate,Content,玩家,拉蒙娜、萝坦、奥吉尔……一个人的时候，我的脑海里总是会浮现大家的身影。,"Ramona, Lotan, Ogier... when I'm alone, their figures always float in my mind."
AvgCommunicate_80100_Content_11,brMr,avg通讯器聊天表_AvgCommunicate_A_M.csv,1139,AvgCommunicate,Content,克莱门汀AF,不必自己一个人强撑。无论你有怎样的烦恼和困惑，都可以说给我听。,"That's it, don't bottle all of those feelings inside. If you're feeling troubled or confused, you can always tell me."
AvgCommunicate_80100_Content_12,brMs,avg通讯器聊天表_AvgCommunicate_A_M.csv,1140,AvgCommunicate,Content,克莱门汀AF,我还特意为你准备了热茶和点心，我们可以慢慢聊。,"I even prepared hot tea and snacks for you, so we can chat as long as you want."
AvgCommunicate_80100_Option_13,brMG,avg通讯器聊天表_AvgCommunicate_A_M.csv,1141,AvgCommunicate,Option,玩家,……我现在过去。,"...alright, I'm coming over."
AvgCommunicate_80100_Content_13,brMt,avg通讯器聊天表_AvgCommunicate_A_M.csv,1141,AvgCommunicate,Content,玩家,……我现在过去。,"...alright, I'm coming over."
AvgCommunicate_80101_Content_1,brMP,avg通讯器聊天表_AvgCommunicate_A_M.csv,1783,AvgCommunicate,Content,克莱门汀AF,听说你最近心情不好，不介意的话，可以来找我做个咨询。,"I heard you've been feeling down lately. If you don't mind, you can come to me for a consultation."
AvgCommunicate_80101_Content_2,brMW,avg通讯器聊天表_AvgCommunicate_A_M.csv,1784,AvgCommunicate,Content,克莱门汀AF,不必逞强，守密人，来自专业领域的建议能帮助你更快调节压力。,"You don't need to act tough, Keeper. A professional can help relieve your stress more quickly."
AvgCommunicate_80101_Option_3,brNm,avg通讯器聊天表_AvgCommunicate_A_M.csv,1785,AvgCommunicate,Option,玩家,你怎么会知道这些……,How did you know...?
AvgCommunicate_80101_Content_3,brMX,avg通讯器聊天表_AvgCommunicate_A_M.csv,1785,AvgCommunicate,Content,玩家,你怎么会知道这些……,How did you know...?
AvgCommunicate_80101_Content_4,brMY,avg通讯器聊天表_AvgCommunicate_A_M.csv,1786,AvgCommunicate,Content,克莱门汀AF,秘密~,Secret~
AvgCommunicate_80101_Content_5,brMZ,avg通讯器聊天表_AvgCommunicate_A_M.csv,1787,AvgCommunicate,Content,克莱门汀AF,所以，你的答案是？,"So, what's your answer?"
AvgCommunicate_80101_Content_6,brNa,avg通讯器聊天表_AvgCommunicate_A_M.csv,1788,AvgCommunicate,Content,克莱门汀AF,我保证这次不会再做其他引导。,I promise I won't do anything else this time.
AvgCommunicate_80101_Option_7,brNq,avg通讯器聊天表_AvgCommunicate_A_M.csv,1789,AvgCommunicate,Option,玩家,你上次、上上次也是这么说的……,You said the same last time... and the time before that...
AvgCommunicate_80101_Content_7,brNb,avg通讯器聊天表_AvgCommunicate_A_M.csv,1789,AvgCommunicate,Content,玩家,你上次、上上次也是这么说的……,You said the same last time... and the time before that...
AvgCommunicate_80101_Content_8,brNc,avg通讯器聊天表_AvgCommunicate_A_M.csv,1790,AvgCommunicate,Content,克莱门汀AF,那并不怪我，而是你的意识里充满了令人愉悦的记忆。,"It's not my fault; rather, your conciousness that's filled with such pleasant memories..."
AvgCommunicate_80101_Content_9,brNd,avg通讯器聊天表_AvgCommunicate_A_M.csv,1791,AvgCommunicate,Content,克莱门汀AF,那些记忆远超常人所能承受的痛苦范畴，又带着那伟大存在的气息，是最无上的甘美。,"Those memories that far exceed the pain that an ordinary person can endure, bearing the aura of that great existence, the most supreme sweetness..."
AvgCommunicate_80101_Content_10,brMQ,avg通讯器聊天表_AvgCommunicate_A_M.csv,1792,AvgCommunicate,Content,克莱门汀AF,啊，光是这样描述，我的白银之心就已经颤抖不止……,"Ah~, just describing it makes my silver heart tremble non-stop..."
AvgCommunicate_80101_Option_12,brNh,avg通讯器聊天表_AvgCommunicate_A_M.csv,1794,AvgCommunicate,Option,玩家,……那你要失望了,...Then you'll be disappointed.
AvgCommunicate_80101_Content_12,brMS,avg通讯器聊天表_AvgCommunicate_A_M.csv,1794,AvgCommunicate,Content,玩家,那你要失望了。我已经出门了。,"Then you'll be dissappointed, since I've already left."
AvgCommunicate_80101_Content_13,brMT,avg通讯器聊天表_AvgCommunicate_A_M.csv,1795,AvgCommunicate,Content,克莱门汀AF,我知道。我的一位患者已经发消息告诉了我这件事情。,I know. One of my patients already let me know.
AvgCommunicate_80101_Content_14,brMU,avg通讯器聊天表_AvgCommunicate_A_M.csv,1796,AvgCommunicate,Content,克莱门汀AF,她还贴心地附上了你现在的位置，所以……,"She was even thoughtful enough to send me your location, so..."
AvgCommunicate_70489_Content_1,acGs,avg通讯器聊天表_AvgCommunicate_A_M.csv,1830,AvgCommunicate,Content,克莱门汀,抱歉打扰，苍白的无目之瞳。,"Sorry for the interruption, Pale Blind Eye."
AvgCommunicate_70489_Option_2,acGU,avg通讯器聊天表_AvgCommunicate_A_M.csv,1831,AvgCommunicate,Option,玩家,你是……那个心理医生？！,The psychologist?!
AvgCommunicate_70489_Content_4,acGE,avg通讯器聊天表_AvgCommunicate_A_M.csv,1833,AvgCommunicate,Content,克莱门汀,如我所言，一些专业领域内的小把戏。,"As I said, it's just a trick within my professional field."
AvgCommunicate_70489_Content_5,acGF,avg通讯器聊天表_AvgCommunicate_A_M.csv,1834,AvgCommunicate,Content,克莱门汀,既能让我离开，也能让你们睡个好觉。,It lets me leave while letting you all experience a good night's rest.
AvgCommunicate_70489_Option_6,acGY,avg通讯器聊天表_AvgCommunicate_A_M.csv,1835,AvgCommunicate,Option,玩家,无目之瞳究竟是什么意思？,"What exactly does ""Blind Eye"" mean?"
AvgCommunicate_70489_Content_6,acGG,avg通讯器聊天表_AvgCommunicate_A_M.csv,1835,AvgCommunicate,Content,玩家,无目之瞳这个词你已经提到过不止一次。它究竟是什么意思？,"You called me ""Blind Eye"" multiple times now. What does it really mean?"
AvgCommunicate_70489_Content_8,acGI,avg通讯器聊天表_AvgCommunicate_A_M.csv,1837,AvgCommunicate,Content,克莱门汀,相信我，你会知道的——在时机成熟之时。,"Trust me, you'll find out—when the time is right."
AvgCommunicate_70489_Content_9,acGJ,avg通讯器聊天表_AvgCommunicate_A_M.csv,1838,AvgCommunicate,Content,克莱门汀,总之，我没有恶意，守密人%sirormadam%。,"In any case, I mean no harm, Keeper%sirormadam%."
AvgCommunicate_70489_Content_10,acGt,avg通讯器聊天表_AvgCommunicate_A_M.csv,1839,AvgCommunicate,Content,克莱门汀,与你联系，仅仅是出于我个人的兴趣。,Me contacting you is purely out of personal interest.
AvgCommunicate_70489_Content_11,acGu,avg通讯器聊天表_AvgCommunicate_A_M.csv,1840,AvgCommunicate,Content,克莱门汀,等眼前的事情处理完后，我非常希望能有机会与你私下一会。,"Once I've dealt with the current matters, I hope I'll have an opportunity to meet with you privately."
AvgCommunicate_70489_Content_12,acGv,avg通讯器聊天表_AvgCommunicate_A_M.csv,1841,AvgCommunicate,Content,克莱门汀,与你一起谈谈你的过去，以及未来。,In regards to your past and your future.
AvgCommunicate_70489_Content_13,acGw,avg通讯器聊天表_AvgCommunicate_A_M.csv,1842,AvgCommunicate,Content,克莱门汀,当然，前提是你能从这些事件中活下来。,"Well, assuming you can survive these events."
AvgCommunicate_70489_Content_14,acGx,avg通讯器聊天表_AvgCommunicate_A_M.csv,1843,AvgCommunicate,Content,克莱门汀,望你一切顺利，守密人%sirormadam%。,"Wishing you all the best, Keeper %sirormadam%."
AvgCommunicate_70489_Content_16,acGz,avg通讯器聊天表_AvgCommunicate_A_M.csv,1845,AvgCommunicate,Content,玩家,你的话是什么意思？,What do you mean?
AvgCommunicate_70488_Content_1,acFU,avg通讯器聊天表_AvgCommunicate_A_M.csv,2029,AvgCommunicate,Content,希莱斯特,船长，身体一直在衰弱……,The Captain's health is worsening...
AvgCommunicate_70488_Content_11,acFW,avg通讯器聊天表_AvgCommunicate_A_M.csv,2039,AvgCommunicate,Content,希莱斯特,若有机会，请救下船长。,"If it is possible, please save the captain."
AvgCommunicate_70488_Content_12,acFX,avg通讯器聊天表_AvgCommunicate_A_M.csv,2040,AvgCommunicate,Content,希莱斯特,这是……我的愿望。,That... is my wish.
AvgCommunicate_80104_Option_2,brOt,avg通讯器聊天表_AvgCommunicate_A_M.csv,2249,AvgCommunicate,Option,玩家,看来你已经收到邮件了,I guess you got the email then.
AvgCommunicate_80104_Content_2,brOb,avg通讯器聊天表_AvgCommunicate_A_M.csv,2249,AvgCommunicate,Content,玩家,那是我手抄的虫族报告删减本，不涉及泄密问题，放心收藏。,"That's a brief version of my report on insect species. There's nothing on it that's classified, so feel free to keep it."
AvgCommunicate_80104_Option_5,brOw,avg通讯器聊天表_AvgCommunicate_A_M.csv,2252,AvgCommunicate,Option,玩家,不，这是一个礼物……,"No, this is a Gift."
AvgCommunicate_80104_Content_5,brOe,avg通讯器聊天表_AvgCommunicate_A_M.csv,2252,AvgCommunicate,Content,玩家,这并不是什么报酬，而是礼物。,"It's a gift, not a reward."
AvgCommunicate_80104_Content_7,brOg,avg通讯器聊天表_AvgCommunicate_A_M.csv,2254,AvgCommunicate,Content,克莱门汀AF,因为我并没有像那个世界的“她”一样，站在你的对立面？,"Because I'm not opposing you like ""her"" from the other world?"
AvgCommunicate_80104_Content_9,brOi,avg通讯器聊天表_AvgCommunicate_A_M.csv,2256,AvgCommunicate,Content,玩家,作为守密人，我始终相信，我和唤醒体是朋友，而非敌人。,"As the Keeper, I'd like to believe that the Awakaners and I are allies, not enemies."
AvgCommunicate_80104_Content_10,brNS,avg通讯器聊天表_AvgCommunicate_A_M.csv,2257,AvgCommunicate,Content,玩家,而能否回到那个世界，只凭我和熔毁·朵尔的力量，显然是不够的。,"As for whether it's possible to return to that world, relying solely on the power of Doll: Inferno and I is clearly not enough."
AvgCommunicate_80104_Content_11,brNT,avg通讯器聊天表_AvgCommunicate_A_M.csv,2258,AvgCommunicate,Content,克莱门汀AF,需要我的力量么……我明白了。,So you need my power...? I understand.
AvgCommunicate_80104_Content_12,brNU,avg通讯器聊天表_AvgCommunicate_A_M.csv,2259,AvgCommunicate,Content,克莱门汀AF,这个礼物，我收下了。而回礼，是一次免费的心理咨询。,"I'll accept this gift. In return, I'll give you a free psychological consultation."
AvgCommunicate_80104_Content_14,brNW,avg通讯器聊天表_AvgCommunicate_A_M.csv,2261,AvgCommunicate,Content,克莱门汀AF,无论是作为医生还是朋友，我都有义务深入了解你的内心。,"Whether as a doctor or as a friend, I feel responsible for deeply understanding your inner self."
AvgCommunicate_80104_Option_15,brOp,avg通讯器聊天表_AvgCommunicate_A_M.csv,2262,AvgCommunicate,Option,玩家,……信号不好,...signals cutting out...
AvgCommunicate_80104_Content_15,brNX,avg通讯器聊天表_AvgCommunicate_A_M.csv,2262,AvgCommunicate,Content,玩家,我在出外勤……信号不好……回聊……,I'm on field duty... signal poor... will continue later...
AvgCommunicate_80104_Content_18,brOa,avg通讯器聊天表_AvgCommunicate_A_M.csv,2265,AvgCommunicate,Content,克莱门汀AF,呵，我知道你还在。不过没关系，我们还有许多时间。,"Heh, I know you're still there. But it's okay, we still have plenty of time."
AvgCommunicate_81325_Content_1,bxwV,avg通讯器聊天表_AvgCommunicate_A_M.csv,2708,AvgCommunicate,Content,卡斯托尔,好神奇的盒子，恩人，这真的不是用某种魔法或仪式阵驱动的吗？,"What a magical box, benefactor. Is this really not powered by some sort of magic or ritual array?"
AvgCommunicate_81325_Option_2,bxxs,avg通讯器聊天表_AvgCommunicate_A_M.csv,2709,AvgCommunicate,Option,玩家,不是,No
AvgCommunicate_81325_Content_2,bxxg,avg通讯器聊天表_AvgCommunicate_A_M.csv,2709,AvgCommunicate,Content,玩家,不是，这是纯正的银芯科技，另外提醒你一句，通讯器的造价昂贵，建议你不要随意拆卸哦。,"No, this is pure Silver technology. And as a reminder, the communicator was expensive, so please don't disassemble it."
AvgCommunicate_81325_Content_3,bxxi,avg通讯器聊天表_AvgCommunicate_A_M.csv,2710,AvgCommunicate,Content,卡斯托尔,啊，真是可惜……恩人怎么知道我正想把它拆掉的？这是读心术吗？,"Ah, what a pity... How did you know I was going to take it apart, benefactor? Did you read my mind?"
AvgCommunicate_81325_Content_4,bxxj,avg通讯器聊天表_AvgCommunicate_A_M.csv,2711,AvgCommunicate,Content,玩家,也不是……猜你的想法连心理学都用不上吧！,Not really... I just used some some basic psychology to guess.
