Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
StageGroup_15951_Desc,aRdR,g关卡组_StageGroup_A.csv,45,StageGroup,Desc,,与隐秘有关或无关的生活，都离不开蔷薇金券。\n常人无法居住的融蚀废墟中，或许藏有价值连城的宝物。,ชีวิต ไม่ว่าจะยึดโยงกับความลับหรือไม่ ก็ย่อมขาดคูปองกุหลาบทองคำไปไม่ได้\nในซากปรักหักพังกร่อนสลายที่ผู้คนสามัญไม่อาจใช้ชีวิตได้ อาจมีสมบัติล้ำค่าซ่อนอยู่
StageGroup_15951_TypeText,aRdU,g关卡组_StageGroup_A.csv,45,StageGroup,TypeText,,金券搜查,เสาะหาคูปองกุหลาบทองคำ
StageGroup_15951_StageGroupRewardDescription,aRdT,g关卡组_StageGroup_A.csv,45,StageGroup,StageGroupRewardDescription,,<Black:蔷薇金券>,<Black:คูปองกุหลาบทองคำ>
Stage_7705_Name,aUQq,g关卡_Stage_A.csv,497,Stage,Name,,金券搜查Ⅰ,เสาะหาคูปองกุหลาบทองคำ I
Stage_7705_Desc,aUQp,g关卡_Stage_A.csv,497,Stage,Desc,,与隐秘有关或无关的生活，都离不开蔷薇金券。\n常人无法居住的融蚀废墟中，或许藏有价值连城的宝物。,ชีวิต ไม่ว่าจะยึดโยงกับความลับหรือไม่ ก็ย่อมขาดคูปองกุหลาบทองคำไปไม่ได้\nในซากปรักหักพังกร่อนสลายที่ผู้คนสามัญไม่อาจใช้ชีวิตได้ อาจมีสมบัติล้ำค่าซ่อนอยู่
Stage_7704_Name,aUPJ,g关卡_Stage_A.csv,498,Stage,Name,,金券搜查Ⅱ,เสาะหาคูปองกุหลาบทองคำ II
Stage_7704_Desc,aUPI,g关卡_Stage_A.csv,498,Stage,Desc,,与隐秘有关或无关的生活，都离不开蔷薇金券。\n常人无法居住的融蚀废墟中，或许藏有价值连城的宝物。,ชีวิต ไม่ว่าจะยึดโยงกับความลับหรือไม่ ก็ย่อมขาดคูปองกุหลาบทองคำไปไม่ได้\nในซากปรักหักพังกร่อนสลายที่ผู้คนสามัญไม่อาจใช้ชีวิตได้ อาจมีสมบัติล้ำค่าซ่อนอยู่
Stage_7703_Name,aUPc,g关卡_Stage_A.csv,499,Stage,Name,,金券搜查Ⅲ,เสาะหาคูปองกุหลาบทองคำ III
Stage_7703_Desc,aUPb,g关卡_Stage_A.csv,499,Stage,Desc,,与隐秘有关或无关的生活，都离不开蔷薇金券。\n常人无法居住的融蚀废墟中，或许藏有价值连城的宝物。,ชีวิต ไม่ว่าจะยึดโยงกับความลับหรือไม่ ก็ย่อมขาดคูปองกุหลาบทองคำไปไม่ได้\nในซากปรักหักพังกร่อนสลายที่ผู้คนสามัญไม่อาจใช้ชีวิตได้ อาจมีสมบัติล้ำค่าซ่อนอยู่
Stage_7702_Name,aUOv,g关卡_Stage_A.csv,500,Stage,Name,,金券搜查Ⅳ,เสาะหาคูปองกุหลาบทองคำ IV
Stage_7702_Desc,aUOu,g关卡_Stage_A.csv,500,Stage,Desc,,与隐秘有关或无关的生活，都离不开蔷薇金券。\n常人无法居住的融蚀废墟中，或许藏有价值连城的宝物。,ชีวิต ไม่ว่าจะยึดโยงกับความลับหรือไม่ ก็ย่อมขาดคูปองกุหลาบทองคำไปไม่ได้\nในซากปรักหักพังกร่อนสลายที่ผู้คนสามัญไม่อาจใช้ชีวิตได้ อาจมีสมบัติล้ำค่าซ่อนอยู่
Stage_7701_Name,aUNO,g关卡_Stage_A.csv,501,Stage,Name,,金券搜查Ⅴ,เสาะหาคูปองกุหลาบทองคำ V
Stage_7701_Desc,aUNN,g关卡_Stage_A.csv,501,Stage,Desc,,与隐秘有关或无关的生活，都离不开蔷薇金券。\n常人无法居住的融蚀废墟中，或许藏有价值连城的宝物。,ชีวิต ไม่ว่าจะยึดโยงกับความลับหรือไม่ ก็ย่อมขาดคูปองกุหลาบทองคำไปไม่ได้\nในซากปรักหักพังกร่อนสลายที่ผู้คนสามัญไม่อาจใช้ชีวิตได้ อาจมีสมบัติล้ำค่าซ่อนอยู่
,,,—,,,,,
FeatureUnlock_17047_FeatureName,aCqX,g功能解锁_FeatureUnlock_A.csv,59,FeatureUnlock,FeatureName,,浑浊残像,เงาตกค้างไร้ระเบียบ
FeatureUnlock_17047_LockTip,aCqY,g功能解锁_FeatureUnlock_A.csv,59,FeatureUnlock,LockTip,,完成 「调查行动」1-13·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13: ปกติ"
StageGroup_15936_Name,aRcK,g关卡组_StageGroup_A.csv,46,StageGroup,Name,,浑浊残像,เงาตกค้างไร้ระเบียบ
StageGroup_15936_Desc,aRcJ,g关卡组_StageGroup_A.csv,46,StageGroup,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง
StageGroup_15936_TypeText,aRcM,g关卡组_StageGroup_A.csv,46,StageGroup,TypeText,,浑浊残像,เงาตกค้างไร้ระเบียบ
StageGroup_15936_StageGroupRewardDescription,aRcL,g关卡组_StageGroup_A.csv,46,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:วัสดุเลื่อนขั้นตัวละคร>
Stage_7743_Name,aUVc,g关卡_Stage_A.csv,507,Stage,Name,,浑浊残像Ⅰ,เงาตกค้างไร้ระเบียบ I
Stage_7743_Desc,aUVb,g关卡_Stage_A.csv,507,Stage,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง
Stage_8099_Name,aVrw,g关卡_Stage_A.csv,508,Stage,Name,,浑浊残像Ⅱ,เงาตกค้างไร้ระเบียบ II
Stage_8099_Desc,aVrv,g关卡_Stage_A.csv,508,Stage,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง
Stage_8034_Name,aVnP,g关卡_Stage_A.csv,509,Stage,Name,,浑浊残像Ⅲ,เงาตกค้างไร้ระเบียบ III
Stage_8034_Desc,aVnO,g关卡_Stage_A.csv,509,Stage,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง
Stage_7856_Name,aVdj,g关卡_Stage_A.csv,510,Stage,Name,,浑浊残像Ⅳ,เงาตกค้างไร้ระเบียบ IV
Stage_7856_Desc,aVdi,g关卡_Stage_A.csv,510,Stage,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง
Stage_7637_Name,aUzH,g关卡_Stage_A.csv,511,Stage,Name,,浑浊残像Ⅴ,เงาตกค้างไร้ระเบียบ V
Stage_7637_Desc,aUzG,g关卡_Stage_A.csv,511,Stage,Desc,,早在群星诞生之前，它们便存在于此。\n它们既是虚无，也是一切。,พวกมันมีอยู่นานก่อนที่ดวงดาวจะถือกำเนิด\nพวกมันเป็นทั้งความว่างเปล่าและทุกสิ่ง
,,,—,,,,,
LanguageConfig_DailyCopy_Str_Ocean_Title_CN,aGIL,d多语言_LanguageConfig_C.csv,327,LanguageConfig,CN,,海渊残像,เงาตกค้างก้นสมุทร
FeatureUnlock_17017_FeatureName,aCpl,g功能解锁_FeatureUnlock_A.csv,56,FeatureUnlock,FeatureName,,海渊残像,เงาตกค้างก้นสมุทร
FeatureUnlock_17017_LockTip,aCpm,g功能解锁_FeatureUnlock_A.csv,56,FeatureUnlock,LockTip,,完成 「调查行动」1-13·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13: ปกติ"
StageGroup_15915_Name,aRbe,g关卡组_StageGroup_A.csv,47,StageGroup,Name,,海渊残像,เงาตกค้างก้นสมุทร
StageGroup_15915_Desc,aRbd,g关卡组_StageGroup_A.csv,47,StageGroup,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล
StageGroup_15915_TypeText,aRbg,g关卡组_StageGroup_A.csv,47,StageGroup,TypeText,,海渊残像,เงาตกค้างก้นสมุทร
StageGroup_15915_StageGroupRewardDescription,aRbf,g关卡组_StageGroup_A.csv,47,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:วัสดุเลื่อนขั้นตัวละคร>
Stage_7863_Name,aVdE,g关卡_Stage_A.csv,512,Stage,Name,,海渊残像Ⅰ,เงาตกค้างก้นสมุทร I
Stage_7863_Desc,aVdD,g关卡_Stage_A.csv,512,Stage,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล
Stage_7857_Name,aVdm,g关卡_Stage_A.csv,513,Stage,Name,,海渊残像Ⅱ,เงาตกค้างก้นสมุทร II
Stage_7857_Desc,aVdl,g关卡_Stage_A.csv,513,Stage,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล
Stage_7862_Name,aVdB,g关卡_Stage_A.csv,514,Stage,Name,,海渊残像Ⅲ,เงาตกค้างก้นสมุทร III
Stage_7862_Desc,aVdA,g关卡_Stage_A.csv,514,Stage,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล
Stage_8100_Name,aVrz,g关卡_Stage_A.csv,515,Stage,Name,,海渊残像Ⅳ,เงาตกค้างก้นสมุทร IV
Stage_8100_Desc,aVry,g关卡_Stage_A.csv,515,Stage,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล
Stage_7638_Name,aUzK,g关卡_Stage_A.csv,516,Stage,Name,,海渊残像Ⅴ,เงาตกค้างก้นสมุทร V
Stage_7638_Desc,aUzJ,g关卡_Stage_A.csv,516,Stage,Desc,,它们无言地守护着海洋的秘密，灵魂和宇宙一样深沉。,พวกมันเฝ้าปกปักความลับของมหาสมุทรอย่างเงียบงันด้วยวิญญาณที่ลึกล้ำดุจจักรวาล
,,,—,,,,,
LanguageConfig_DailyCopy_Str_Blood_Title_CN,aGIG,d多语言_LanguageConfig_C.csv,328,LanguageConfig,CN,,器质残像,เงาตกค้างแห่งกายา
FeatureUnlock_17006_FeatureName,aCoE,g功能解锁_FeatureUnlock_A.csv,57,FeatureUnlock,FeatureName,,器质残像,เงาตกค้างแห่งกายา
FeatureUnlock_17006_LockTip,aCoF,g功能解锁_FeatureUnlock_A.csv,57,FeatureUnlock,LockTip,,完成 「调查行动」1-13·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13: ปกติ"
StageGroup_15887_Name,aQYW,g关卡组_StageGroup_A.csv,48,StageGroup,Name,,器质残像,เงาตกค้างแห่งกายา
StageGroup_15887_Desc,aQYV,g关卡组_StageGroup_A.csv,48,StageGroup,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ
StageGroup_15887_TypeText,aQYY,g关卡组_StageGroup_A.csv,48,StageGroup,TypeText,,器质残像,เงาตกค้างแห่งกายา
StageGroup_15887_StageGroupRewardDescription,aQYX,g关卡组_StageGroup_A.csv,48,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:วัสดุเลื่อนขั้นตัวละคร>
Stage_7640_Name,aUAf,g关卡_Stage_A.csv,517,Stage,Name,,器质残像Ⅰ,เงาตกค้างแห่งกายา I
Stage_7640_Desc,aUAe,g关卡_Stage_A.csv,517,Stage,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ
Stage_7725_Name,aUUa,g关卡_Stage_A.csv,518,Stage,Name,,器质残像Ⅱ,เงาตกค้างแห่งกายา II
Stage_7725_Desc,aUTZ,g关卡_Stage_A.csv,518,Stage,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ
Stage_7952_Name,aViX,g关卡_Stage_A.csv,519,Stage,Name,,器质残像Ⅲ,เงาตกค้างแห่งกายา III
Stage_7952_Desc,aViW,g关卡_Stage_A.csv,519,Stage,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ
Stage_7922_Name,aVhl,g关卡_Stage_A.csv,520,Stage,Name,,器质残像Ⅳ,เงาตกค้างแห่งกายา IV
Stage_7922_Desc,aVhk,g关卡_Stage_A.csv,520,Stage,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ
Stage_7716_Name,aUTz,g关卡_Stage_A.csv,521,Stage,Name,,器质残像Ⅴ,เงาตกค้างแห่งกายา V
Stage_7716_Desc,aUTy,g关卡_Stage_A.csv,521,Stage,Desc,,献上血肉铸就的现实吧，它们是永不餍足的深渊。,จงอุทิศความเป็นจริงซึ่งหล่อเลี้ยงเลือดเนื้อแก่พวกมัน พวกมันคือขุมนรกที่หิวกระหายไม่รู้จบ
,,,—,,,,,
LanguageConfig_DailyCopy_Str_Dimension_Title_CN,aGII,d多语言_LanguageConfig_C.csv,329,LanguageConfig,CN,,维度残像,เงาตกค้างห้วงมิติ
FeatureUnlock_17007_FeatureName,aCoH,g功能解锁_FeatureUnlock_A.csv,58,FeatureUnlock,FeatureName,,维度残像,เงาตกค้างห้วงมิติ
FeatureUnlock_17007_LockTip,aCoI,g功能解锁_FeatureUnlock_A.csv,58,FeatureUnlock,LockTip,,完成 「调查行动」1-13·普通 后解锁,"ปลดล็อกเมื่อเสร็จสิ้นเควส ""ภารกิจสืบสวน"" 1-13: ปกติ"
StageGroup_15872_Name,aQXO,g关卡组_StageGroup_A.csv,49,StageGroup,Name,,维度残像,เงาตกค้างห้วงมิติ
StageGroup_15872_Desc,aQXN,g关卡组_StageGroup_A.csv,49,StageGroup,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี
StageGroup_15872_TypeText,aQXQ,g关卡组_StageGroup_A.csv,49,StageGroup,TypeText,,维度残像,มิติเงาตกค้าง
StageGroup_15872_StageGroupRewardDescription,aQXP,g关卡组_StageGroup_A.csv,49,StageGroup,StageGroupRewardDescription,,<Black:升格素材>,<Black:วัสดุเลื่อนขั้นตัวละคร>
Stage_7860_Name,aVdv,g关卡_Stage_A.csv,522,Stage,Name,,维度残像Ⅰ,เงาตกค้างห้วงมิติ I
Stage_7860_Desc,aVdu,g关卡_Stage_A.csv,522,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี
Stage_7635_Name,aUzB,g关卡_Stage_A.csv,523,Stage,Name,,维度残像Ⅱ,เงาตกค้างห้วงมิติ II
Stage_7635_Desc,aUzA,g关卡_Stage_A.csv,523,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี
Stage_8097_Name,aVrq,g关卡_Stage_A.csv,524,Stage,Name,,维度残像Ⅲ,เงาตกค้างห้วงมิติ III
Stage_8097_Desc,aVrp,g关卡_Stage_A.csv,524,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี
Stage_8108_Name,aVrX,g关卡_Stage_A.csv,525,Stage,Name,,维度残像Ⅳ,เงาตกค้างห้วงมิติ IV
Stage_8108_Desc,aVrW,g关卡_Stage_A.csv,525,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี
Stage_8073_Name,aVpW,g关卡_Stage_A.csv,526,Stage,Name,,维度残像Ⅴ,เงาตกค้างห้วงมิติ V
Stage_8073_Desc,aVpV,g关卡_Stage_A.csv,526,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,ราวกับจอมเวทที่ไม่อาจหยั่งถึง พวกมันล่องลอยไปในรอยแยกของกาลเวลาและห้วงจักรวาล\nไร้ความชิงชัง ไร้ความหวาดหวั่น ไร้ความปรานี
,,,—,,,,,
FeatureUnlock_17035_UnlockDesc,aCqp,g功能解锁_FeatureUnlock_A.csv,60,FeatureUnlock,UnlockDesc,,<FeatureUnlockTitle:融蚀之墟·特别试炼现已开启>\n\n<FeatureUnlockDesc:\n厌倦了庸常的试炼，这次你将潜往超越万古的意识深处……\n可利用界域特点，轻松获取唤醒体技能升级所需材料。>,<FeatureUnlockTitle:ซากปรักหักพังกร่อนสลาย·บททดสอบพิเศษเปิดแล้ว>\n\n<FeatureUnlockDesc:\nเบื่อหน่ายกับการทดสอบอันธรรมดาสามัญแล้วสินะ คราวนี้จะได้ดำดิ่งสู่ห้วงจิตสำนึกที่เหนือกาล…\nอาศัยความสามารถของ ‘ดินแดน’ เพื่อเก็บวัสดุอัปเกรดสกิลของร่างปลุกตื่นได้อย่างง่ายดาย>
,,,—,,,,,
FeatureUnlock_17035_FeatureName,aCqn,g功能解锁_FeatureUnlock_A.csv,60,FeatureUnlock,FeatureName,,混沌集群,กลุ่มก้อนแห่งความโกลาหล
FeatureUnlock_17035_LockTip,aCqo,g功能解锁_FeatureUnlock_A.csv,60,FeatureUnlock,LockTip,,调查等级 20 级 解锁,การปลดล็อกระดับการสืบสวน 20
StageGroup_15904_Name,aRam,g关卡组_StageGroup_A.csv,50,StageGroup,Name,,混沌集群,กลุ่มก้อนแห่งความโกลาหล
StageGroup_15904_Desc,aRal,g关卡组_StageGroup_A.csv,50,StageGroup,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น
StageGroup_15904_TypeText,aRao,g关卡组_StageGroup_A.csv,50,StageGroup,TypeText,,混沌集群,กลุ่มก้อนแห่งความโกลาหล
StageGroup_15904_StageGroupRewardDescription,aRan,g关卡组_StageGroup_A.csv,50,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:วัสดุอัปเกรดสกิล>
Stage_7888_Name,aVfn,g关卡_Stage_A.csv,527,Stage,Name,,混沌集群Ⅰ,กลุ่มก้อนแห่งความโกลาหล I
Stage_7888_Desc,aVfm,g关卡_Stage_A.csv,527,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น
Stage_8138_Name,aVtG,g关卡_Stage_A.csv,528,Stage,Name,,混沌集群Ⅱ,กลุ่มก้อนแห่งความโกลาหล II
Stage_8138_Desc,aVtF,g关卡_Stage_A.csv,528,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น
Stage_7979_Name,aVkG,g关卡_Stage_A.csv,529,Stage,Name,,混沌集群Ⅲ,กลุ่มก้อนแห่งความโกลาหล III
Stage_7979_Desc,aVkF,g关卡_Stage_A.csv,529,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น
