Key,ShortKey,Source,Row,Module,Field,Character,CN,EN
AvgCommunicate_58020_Content_6,abJj,avg通讯器聊天表_AvgCommunicate_A_M.csv,28,AvgCommunicate,Content,本源拉蒙娜通讯器,但我想念你时，可以给你发消息吗？,Is it alright if I send you a message?
AvgCommunicate_58020_Content_8,abJl,avg通讯器聊天表_AvgCommunicate_A_M.csv,30,AvgCommunicate,Content,玩家,我们永远是好搭档。,We will always be good partners.
AvgCommunicate_58020_Content_10,abJd,avg通讯器聊天表_AvgCommunicate_A_M.csv,32,AvgCommunicate,Content,本源拉蒙娜通讯器,……如果我给你发消息太频繁，会打扰到你吗？,...Would it bother you if I send you too many messages?
AvgCommunicate_57897_Content_1,absc,avg通讯器聊天表_AvgCommunicate_A_M.csv,34,AvgCommunicate,Content,朵尔,%player%，你的成绩出来了。,"%player%, your test results are in."
AvgCommunicate_57897_Content_2,absi,avg通讯器聊天表_AvgCommunicate_A_M.csv,35,AvgCommunicate,Content,朵尔,知道你多少分吗？,Would you like to guess how you did?
AvgCommunicate_57897_Option_3,absx,avg通讯器聊天表_AvgCommunicate_A_M.csv,36,AvgCommunicate,Option,玩家,……你这样我压力很大。,...Y-you're stressing me out here...
AvgCommunicate_57897_Content_3,absj,avg通讯器聊天表_AvgCommunicate_A_M.csv,36,AvgCommunicate,Content,玩家,……你这样我压力很大。,...Y-you're stressing me out here...
AvgCommunicate_57897_Content_4,absk,avg通讯器聊天表_AvgCommunicate_A_M.csv,37,AvgCommunicate,Content,朵尔,我是来恭喜你的。虽然这学期发生了很多事，但你目前为止的表现还算不错。,"Don't worry, I'm here to congratulate you. Despite all of the ""incidents"" you've had this term, you did SUCH a good job on this test."
AvgCommunicate_57897_Content_5,absl,avg通讯器聊天表_AvgCommunicate_A_M.csv,38,AvgCommunicate,Content,朵尔,作为奖励，我调整了一下你的训练计划，接下来几天就好好休息吧。,"In fact, you did such a good job that you deserve a reward. I've personally adjusted your upcoming training schedule. Enjoy your time off~."
AvgCommunicate_57897_Option_6,absA,avg通讯器聊天表_AvgCommunicate_A_M.csv,39,AvgCommunicate,Option,玩家,对不起我错了我假期一定努力补休。,"I'm sorry, I messed up. I'll work hard during my break..."
AvgCommunicate_57897_Content_6,absm,avg通讯器聊天表_AvgCommunicate_A_M.csv,39,AvgCommunicate,Content,玩家,对不起我错了我假期一定努力补休。,"I'm sorry, I messed up. I'll work hard during my break..."
AvgCommunicate_57897_Content_7,absn,avg通讯器聊天表_AvgCommunicate_A_M.csv,40,AvgCommunicate,Content,朵尔,我本来是来恭喜你的。虽然这学期发生了很多事，但你目前为止的表现还算不错。,"Don't worry, I'm here to congratulate you. Despite all of the ""incidents"" you've had this term, you did SUCH a good job on this test."
AvgCommunicate_57897_Content_8,abso,avg通讯器聊天表_AvgCommunicate_A_M.csv,41,AvgCommunicate,Content,朵尔,不过既然你主动提出补休，那我也不介意加点班。,"Since you've asked to take some time off, I don't mind giving you some extra lessons after class to make up for your time off."
AvgCommunicate_57897_Content_10,absd,avg通讯器聊天表_AvgCommunicate_A_M.csv,43,AvgCommunicate,Content,朵尔,别客气，就这么说定了。明天课上再见。,"Don't worry, it's no trouble at all. See you tomorrow~."
AvgCommunicate_57897_Option_11,abss,avg通讯器聊天表_AvgCommunicate_A_M.csv,44,AvgCommunicate,Option,玩家,我假期还有其他训练的啊——,I have other training sessions already scheduled on my time off—
AvgCommunicate_57897_Content_11,abse,avg通讯器聊天表_AvgCommunicate_A_M.csv,44,AvgCommunicate,Content,玩家,我假期还有其他训练的啊——,I have other training sessions already scheduled on my time off—
AvgCommunicate_57897_Content_12,absf,avg通讯器聊天表_AvgCommunicate_A_M.csv,45,AvgCommunicate,Content,朵尔,开玩笑的。,I'm joking.
AvgCommunicate_57897_Content_13,absg,avg通讯器聊天表_AvgCommunicate_A_M.csv,46,AvgCommunicate,Content,朵尔,我调整了一下你的训练计划，接下来几天就好好休息吧。,I've adjusted your training schedule. Go enjoy your break over the next few days.
AvgCommunicate_57898_Content_3,absJ,avg通讯器聊天表_AvgCommunicate_A_M.csv,50,AvgCommunicate,Content,本源朵尔？,开动你聪明的小脑袋猜一猜。,You're smart. Why not guess and see if you can figure it out?
AvgCommunicate_57898_Content_4,absK,avg通讯器聊天表_AvgCommunicate_A_M.csv,51,AvgCommunicate,Content,玩家,知道通讯器，你是校内人？,"Well, you know about the communicator. Are you a student?"
AvgCommunicate_57898_Content_5,absL,avg通讯器聊天表_AvgCommunicate_A_M.csv,52,AvgCommunicate,Content,本源朵尔？,怎么不算呢，如果大家还愿意承认的话。,"Sure, why not? That's what everyone says anyways."
AvgCommunicate_57898_Option_6,absY,avg通讯器聊天表_AvgCommunicate_A_M.csv,53,AvgCommunicate,Option,玩家,你是那个朵尔。,You're that Doll!
AvgCommunicate_57898_Content_6,absM,avg通讯器聊天表_AvgCommunicate_A_M.csv,53,AvgCommunicate,Content,玩家,你是……那个朵尔。,Wait... you're that Doll aren't you?!
AvgCommunicate_57898_Content_7,absN,avg通讯器聊天表_AvgCommunicate_A_M.csv,54,AvgCommunicate,Content,本源朵尔？,答对了，聪明的狗狗有奖励。,You got it~! A smart dog like you deserves a reward.
AvgCommunicate_57898_Option_8,abta,avg通讯器聊天表_AvgCommunicate_A_M.csv,55,AvgCommunicate,Option,玩家,什么奖励？,A reward?
AvgCommunicate_57898_Content_8,absO,avg通讯器聊天表_AvgCommunicate_A_M.csv,55,AvgCommunicate,Content,玩家,……什么奖励？,...A reward?
AvgCommunicate_57898_Content_9,absP,avg通讯器聊天表_AvgCommunicate_A_M.csv,56,AvgCommunicate,Content,本源朵尔？,奖励一个摸头，欢迎随时来黑池领取。,Your reward is a pat on the head. Come to the Black Pool whenever you want to redeem your prize.
AvgCommunicate_57898_Option_10,absR,avg通讯器聊天表_AvgCommunicate_A_M.csv,57,AvgCommunicate,Option,玩家,我会和校方反映的。,I'm reporting this to the school authorities.
AvgCommunicate_57898_Content_10,absF,avg通讯器聊天表_AvgCommunicate_A_M.csv,57,AvgCommunicate,Content,玩家,……我会和校方反映这个漏洞的。,...I'm reporting this loophole you found to the school authorities.
AvgCommunicate_57898_Content_11,absG,avg通讯器聊天表_AvgCommunicate_A_M.csv,58,AvgCommunicate,Content,本源朵尔？,真是坏孩子，不过你以为这种小东西能够拦住我吗？,"My, what a naughty child. You don't really think this little thing can hold me forever, do you?"
AvgCommunicate_57898_Content_12,absH,avg通讯器聊天表_AvgCommunicate_A_M.csv,59,AvgCommunicate,Content,本源朵尔？,我会一直看着你的。,I will ALWAYS be watching you.
AvgCommunicate_57900_Content_2,abtz,avg通讯器聊天表_AvgCommunicate_A_M.csv,61,AvgCommunicate,Content,玩家,怎么了，奥吉尔？,"What's the matter, Ogier?"
AvgCommunicate_57900_Content_3,abtA,avg通讯器聊天表_AvgCommunicate_A_M.csv,62,AvgCommunicate,Content,奥吉尔,哇，真的有字耶。,"Wow, it's actually working..."
AvgCommunicate_57900_Content_4,abtB,avg通讯器聊天表_AvgCommunicate_A_M.csv,63,AvgCommunicate,Content,奥吉尔,抱歉，主君，刚才我失态了。,"Sorry, My Lord. I lost my composure earlier."
AvgCommunicate_57900_Content_6,abtD,avg通讯器聊天表_AvgCommunicate_A_M.csv,65,AvgCommunicate,Content,奥吉尔,不知道它还能传输什么呢。,I wonder what else it can send.
AvgCommunicate_57900_Content_7,abtE,avg通讯器聊天表_AvgCommunicate_A_M.csv,66,AvgCommunicate,Content,玩家,还可以发图片！,You can also send images!
AvgCommunicate_57900_Content_11,abty,avg通讯器聊天表_AvgCommunicate_A_M.csv,70,AvgCommunicate,Content,玩家,等等，我现在就过去教你。,Hold on. I'll come over and show you.
AvgCommunicate_57596_Option_2,abrV,avg通讯器聊天表_AvgCommunicate_A_M.csv,72,AvgCommunicate,Option,玩家,我在宿舍。,I'm resting in my dorm room.
AvgCommunicate_57596_Content_2,abrN,avg通讯器聊天表_AvgCommunicate_A_M.csv,72,AvgCommunicate,Content,玩家,我在宿舍休息，怎么了吗？,I'm resting in my dorm room. What's up?
AvgCommunicate_57596_Content_3,abrO,avg通讯器聊天表_AvgCommunicate_A_M.csv,73,AvgCommunicate,Content,萝坦,休息？,Resting? Really?
AvgCommunicate_57596_Content_4,abrP,avg通讯器聊天表_AvgCommunicate_A_M.csv,74,AvgCommunicate,Content,萝坦,昨天是谁跟我说今天中午要一起特训的？,Now WHO was the one that told me we'd be having special training together at noon today?
AvgCommunicate_57596_Content_5,abrQ,avg通讯器聊天表_AvgCommunicate_A_M.csv,75,AvgCommunicate,Content,萝坦,现在你说休息？,And now you're telling me you're RESTING?
AvgCommunicate_57596_Option_6,abrZ,avg通讯器聊天表_AvgCommunicate_A_M.csv,76,AvgCommunicate,Option,玩家,糟了……,Uh...
AvgCommunicate_57596_Content_6,abrR,avg通讯器聊天表_AvgCommunicate_A_M.csv,76,AvgCommunicate,Content,玩家,糟了……,Uh...
AvgCommunicate_57596_Option_7,absa,avg通讯器聊天表_AvgCommunicate_A_M.csv,77,AvgCommunicate,Option,玩家,你肯定记错了,You must have misremembered.
AvgCommunicate_57596_Content_7,abrS,avg通讯器聊天表_AvgCommunicate_A_M.csv,77,AvgCommunicate,Content,玩家,你肯定记错了，肯定是艾尔瓦说的。,You must have misremembered. I'm pretty sure Alva was the one who was going to train with you.
AvgCommunicate_57596_Content_8,abrT,avg通讯器聊天表_AvgCommunicate_A_M.csv,78,AvgCommunicate,Content,萝坦,好啊你这家伙，给我等着。,"Alright, that's it. Wait right there."
AvgCommunicate_57899_Content_2,abte,avg通讯器聊天表_AvgCommunicate_A_M.csv,80,AvgCommunicate,Content,二十四,她上午说了句什么巧克力咔哒咔哒的，就跑了出去，一直到现在都没有回来。,"She mentioned something about ""chocolate crunch"" this morning and left. Now I can't find her."
AvgCommunicate_57899_Content_6,abti,avg通讯器聊天表_AvgCommunicate_A_M.csv,84,AvgCommunicate,Content,二十四,礼物？,A gift?
AvgCommunicate_57899_Content_7,abtj,avg通讯器聊天表_AvgCommunicate_A_M.csv,85,AvgCommunicate,Content,二十四,可是现在也不是什么节日，难道是我忘了……,But it's not even a holiday... right?
AvgCommunicate_57899_Option_8,abtu,avg通讯器聊天表_AvgCommunicate_A_M.csv,86,AvgCommunicate,Option,玩家,我觉得……,Well...
AvgCommunicate_57899_Content_8,abtk,avg通讯器聊天表_AvgCommunicate_A_M.csv,86,AvgCommunicate,Content,玩家,我觉得，有时候，礼物不一定是非要节日才能购买的。,"Well, you can someone buy a gift even if it's not a holiday."
AvgCommunicate_57899_Content_9,abtl,avg通讯器聊天表_AvgCommunicate_A_M.csv,87,AvgCommunicate,Content,二十四,这样么……那我也准备点什么吧。,"Is that right... OK, then I'll get a gift for Jenkin too."
AvgCommunicate_57901_Content_3,abtW,avg通讯器聊天表_AvgCommunicate_A_M.csv,91,AvgCommunicate,Content,诺缔拉,抱歉抱歉，我还不太会用键盘。,Sorry about that. I'm still getting used to using a keyboard.
AvgCommunicate_57901_Option_4,abui,avg通讯器聊天表_AvgCommunicate_A_M.csv,92,AvgCommunicate,Option,玩家,多练习就好了。,Practice makes pefect. You'll figure it out in no time.
AvgCommunicate_57901_Content_4,abtX,avg通讯器聊天表_AvgCommunicate_A_M.csv,92,AvgCommunicate,Content,玩家,没事，我一开始用的时候也磕磕绊绊的，多练习几次就好。,It's fine. I also made mistakes when I started out. Just keep practicing and you'll eventually figure it out.
AvgCommunicate_57901_Content_5,abtY,avg通讯器聊天表_AvgCommunicate_A_M.csv,93,AvgCommunicate,Content,诺缔拉,唉，虽然是这样，但我怕我明天就忘记了。,"Yes, but... I'm afraid I'll forget everything I learned by tomorrow."
AvgCommunicate_57901_Option_6,abuk,avg通讯器聊天表_AvgCommunicate_A_M.csv,94,AvgCommunicate,Option,玩家,那就多来几次！,Then do it even more!
AvgCommunicate_57901_Content_6,abtZ,avg通讯器聊天表_AvgCommunicate_A_M.csv,94,AvgCommunicate,Content,玩家,那就多来几次，总没问题的！,Then just do it even more! It'll be fine!
AvgCommunicate_57901_Option_8,abum,avg通讯器聊天表_AvgCommunicate_A_M.csv,96,AvgCommunicate,Option,玩家,我不是艾尔瓦。,I'm not Alva.
AvgCommunicate_57901_Content_8,abub,avg通讯器聊天表_AvgCommunicate_A_M.csv,96,AvgCommunicate,Content,玩家,……那个，我不是艾尔瓦。,Uh... I'm not Alva.
AvgCommunicate_57901_Option_9,abun,avg通讯器聊天表_AvgCommunicate_A_M.csv,97,AvgCommunicate,Option,玩家,我是守密人。,"Actually, I'm the Keeper."
AvgCommunicate_57901_Content_9,abuc,avg通讯器聊天表_AvgCommunicate_A_M.csv,97,AvgCommunicate,Content,玩家,我是守密人。,"Actually, I'm the Keeper."
AvgCommunicate_57901_Content_11,abtU,avg通讯器聊天表_AvgCommunicate_A_M.csv,99,AvgCommunicate,Content,诺缔拉,这次我一定不会忘记了，一定！,I definitely won't forget next time! Definitely!
AvgCommunicate_57904_Content_1,abuI,avg通讯器聊天表_AvgCommunicate_A_M.csv,100,AvgCommunicate,Content,宁菲亚,守密人，非常感谢您昨日送来疗养院的物资，也请替我谢谢德克斯特勋爵一直以来的资助。,"Keeper, thank you for bringing those supplies to the sanatorium yesterday. Please thank Lord Dexter for his continued support."
AvgCommunicate_57904_Option_2,abuU,avg通讯器聊天表_AvgCommunicate_A_M.csv,101,AvgCommunicate,Option,玩家,这是我们应该做的。,No problem. It's what we should do.
AvgCommunicate_57904_Content_2,abuK,avg通讯器聊天表_AvgCommunicate_A_M.csv,101,AvgCommunicate,Content,玩家,这是我们应该做的。,No problem. It's what we should do.
AvgCommunicate_57904_Option_5,abuX,avg通讯器聊天表_AvgCommunicate_A_M.csv,104,AvgCommunicate,Option,玩家,一个人管理疗养院，你辛苦了。,It must be difficult having to manage the sanatorium all by yourself.
AvgCommunicate_57904_Content_5,abuN,avg通讯器聊天表_AvgCommunicate_A_M.csv,104,AvgCommunicate,Content,玩家,一个人管理疗养院，你辛苦了。,It must be difficult having to manage the sanatorium all by yourself.
AvgCommunicate_57904_Content_6,abuO,avg通讯器聊天表_AvgCommunicate_A_M.csv,105,AvgCommunicate,Content,宁菲亚,我做的事情不算什么。,"It's nothing, really."
AvgCommunicate_57904_Content_9,abuR,avg通讯器聊天表_AvgCommunicate_A_M.csv,108,AvgCommunicate,Content,宁菲亚,我会打扫好院长的办公室等着你们。,I'll clean the dean's office and wait for you.
AvgCommunicate_57904_Content_10,abuJ,avg通讯器聊天表_AvgCommunicate_A_M.csv,109,AvgCommunicate,Content,宁菲亚,这也是我唯一能为那孩子做的了。,That's all I can do for her...
AvgCommunicate_57909_Content_2,abwW,avg通讯器聊天表_AvgCommunicate_A_M.csv,111,AvgCommunicate,Content,莉莉,艾继丝和詹金、带来了两个圆圆的东西。,Aigis and Jenkin brought over two round things.
AvgCommunicate_57909_Content_3,abwX,avg通讯器聊天表_AvgCommunicate_A_M.csv,112,AvgCommunicate,Content,莉莉,它们像脓疱一样，但轻轻的，里面空空的，会飘起来……,"They look like pustules, but they're light, hollow inside, and can float."
AvgCommunicate_57909_Content_5,abwZ,avg通讯器聊天表_AvgCommunicate_A_M.csv,114,AvgCommunicate,Content,莉莉,对，就是气球！,"Yes, it's a balloon!"
AvgCommunicate_57909_Content_6,abxa,avg通讯器聊天表_AvgCommunicate_A_M.csv,115,AvgCommunicate,Content,莉莉,主人要来和莉莉一起玩气球吗？,"Master, would you like to come over and play with the balloons together with Lily?"
AvgCommunicate_57909_Option_7,abxl,avg通讯器聊天表_AvgCommunicate_A_M.csv,116,AvgCommunicate,Option,玩家,好的，你在哪里？,Sure. Where are you?
AvgCommunicate_57909_Content_7,abxb,avg通讯器聊天表_AvgCommunicate_A_M.csv,116,AvgCommunicate,Content,玩家,好的，你在哪里？,Sure. Where are you?
AvgCommunicate_57909_Content_9,abxd,avg通讯器聊天表_AvgCommunicate_A_M.csv,118,AvgCommunicate,Content,莉莉,刚才、刚才……脓疱钻到气球里了……,Just now... one of the pustules crawled into the balloon... It's floating away...
AvgCommunicate_57909_Content_10,abwV,avg通讯器聊天表_AvgCommunicate_A_M.csv,119,AvgCommunicate,Content,莉莉,在茜尔维亚这里，主人快一起来，救救脓疱……,"I'm at Sylvia's... Master, come over quickly and save them..."
AvgCommunicate_57905_Content_1,abvc,avg通讯器聊天表_AvgCommunicate_A_M.csv,120,AvgCommunicate,Content,珈伦,叮叮~女仆珈伦的贴心小提示：你的早饭已经放在门口了哦！,Ding-ding~! Your wonderful Maid Karen here letting you know that your breakfast is at your door whenever you get up~!
AvgCommunicate_57905_Option_2,abvs,avg通讯器聊天表_AvgCommunicate_A_M.csv,121,AvgCommunicate,Option,玩家,是不是你拿走了我的衣服？,Did you take my clothes!?
AvgCommunicate_57905_Content_2,abvg,avg通讯器聊天表_AvgCommunicate_A_M.csv,121,AvgCommunicate,Content,玩家,你！是不是你拿走了我的衣服？,Hey! Did you take my clothes!?
AvgCommunicate_57905_Content_3,abvh,avg通讯器聊天表_AvgCommunicate_A_M.csv,122,AvgCommunicate,Content,珈伦,哎呀主人，你怎么这么早就醒了？衣服还没干呢！,"Oh dear, Master. Why are you already awake? Your clothes haven't dried yet!"
AvgCommunicate_57905_Option_4,abvu,avg通讯器聊天表_AvgCommunicate_A_M.csv,123,AvgCommunicate,Option,玩家,你拿去洗了？,"""Haven't dried yet""? Are you washing my clothes?"
AvgCommunicate_57905_Content_4,abvi,avg通讯器聊天表_AvgCommunicate_A_M.csv,123,AvgCommunicate,Content,玩家,还没干？你是拿去洗了？,"""Haven't dried yet""? Are you washing my clothes?"
AvgCommunicate_57905_Content_5,abvj,avg通讯器聊天表_AvgCommunicate_A_M.csv,124,AvgCommunicate,Content,珈伦,当然啦！一个合格的女仆怎么能坐视自己的主人穿着脏兮兮皱巴巴的衣服出门呢？,"Of course! As a qualified maid, I couldn't possibly let my Master go out wearing dirty, wrinkled clothing!"
AvgCommunicate_57905_Content_6,abvk,avg通讯器聊天表_AvgCommunicate_A_M.csv,125,AvgCommunicate,Content,珈伦,所以人家特别一夜没睡，帮你把每一件衣服都洗得干、干、净、净、哦。,So I stayed up all~ night and washed all of your clothes tho~rough~ly~!
AvgCommunicate_57905_Option_7,abvx,avg通讯器聊天表_AvgCommunicate_A_M.csv,126,AvgCommunicate,Option,玩家,倒是给我留一件！,Leave some clothes for me to wear at least!
AvgCommunicate_57905_Content_7,abvl,avg通讯器聊天表_AvgCommunicate_A_M.csv,126,AvgCommunicate,Content,玩家,那也不能全洗了啊，你倒是给我留一件！,You can't just wash everything and leave nothing for me to wear!
AvgCommunicate_57905_Content_8,abvm,avg通讯器聊天表_AvgCommunicate_A_M.csv,127,AvgCommunicate,Content,珈伦,主人身上不是还有一件嘛，说实话我是很想偷偷脱下来的，但主人睡觉的时候被子裹得好紧，害得人家都无从下手呢。,"Well, Master DOES still have some clothes. Honestly, I really wanted to wash that too, but... Master was wrapped up so snugly in bed that I couldn't take it off without waking you up~."
AvgCommunicate_57905_Content_10,abvd,avg通讯器聊天表_AvgCommunicate_A_M.csv,129,AvgCommunicate,Content,珈伦,让我来！珈伦可是万能的女仆，从洗衣服到换锁到所有的一切都能完成！,"Oh, leave it to me! Karen is an all-purpose maid, capable of handling everything from laundry to lock changes or anything else~!"
AvgCommunicate_57905_Option_11,abvq,avg通讯器聊天表_AvgCommunicate_A_M.csv,130,AvgCommunicate,Option,玩家,不！你别过来！,No! Do NOT come in my room!
AvgCommunicate_57905_Content_11,abve,avg通讯器聊天表_AvgCommunicate_A_M.csv,130,AvgCommunicate,Content,玩家,不！你别过来！,No! Do NOT come in my room!
AvgCommunicate_57905_Content_12,abvf,avg通讯器聊天表_AvgCommunicate_A_M.csv,131,AvgCommunicate,Content,珈伦,不要不好意思嘛！我马上就到哦~,Don't be so shy! I'll be there in a moment~!
AvgCommunicate_57907_Content_2,abvY,avg通讯器聊天表_AvgCommunicate_A_M.csv,133,AvgCommunicate,Content,艾尔瓦,我……有点困惑。,I'm... a bit confused.
AvgCommunicate_57907_Option_4,abwo,avg通讯器聊天表_AvgCommunicate_A_M.csv,135,AvgCommunicate,Option,玩家,开始压榨人了……！,"Exploiting you already, huh?"
AvgCommunicate_57907_Content_4,abwa,avg通讯器聊天表_AvgCommunicate_A_M.csv,135,AvgCommunicate,Content,玩家,开始压榨人了……！,"Exploiting you already, huh?"
AvgCommunicate_57907_Content_5,abwb,avg通讯器聊天表_AvgCommunicate_A_M.csv,136,AvgCommunicate,Content,艾尔瓦,哈哈哈，倒不是。是我提出想要帮忙，但，我也不知道自己能做什么。,"Hahaha... it's not like that. I'm the one that offered to help, but... I'm not sure what I can do to help..."
AvgCommunicate_57907_Content_6,abwc,avg通讯器聊天表_AvgCommunicate_A_M.csv,137,AvgCommunicate,Content,艾尔瓦,我做了一辈子士兵，只会听从命令。就算是在勒姆瓦希，大多数时候我也不确定自己该做什么，能做什么。,"I've been a soldier my entire life; just following other people's orders. Even when I was in Remouahe, I was never really sure about what I should do."
AvgCommunicate_57907_Content_7,abwd,avg通讯器聊天表_AvgCommunicate_A_M.csv,138,AvgCommunicate,Content,艾尔瓦,现在突然告诉我，我可以自己决定一切，这感觉……让我很陌生。,Suddenly being told to decide what to do myself... It's a new experience for me.
AvgCommunicate_57907_Content_8,abwe,avg通讯器聊天表_AvgCommunicate_A_M.csv,139,AvgCommunicate,Content,艾尔瓦,朵尔小姐大概是担心我不适应，才会这么问的吧。,Miss Doll probably asked because she was worried that I wouldn't be able to adapt to civilian life.
AvgCommunicate_57907_Content_9,abwf,avg通讯器聊天表_AvgCommunicate_A_M.csv,140,AvgCommunicate,Content,艾尔瓦,她虽然看上去冷漠，其实还是很体恤他人的。,"She may appear cold, but she's actually quite considerate of others."
AvgCommunicate_57907_Option_10,abwh,avg通讯器聊天表_AvgCommunicate_A_M.csv,141,AvgCommunicate,Option,玩家,真是少见的评价。,Haven't heard that before.
AvgCommunicate_57907_Content_10,abvT,avg通讯器聊天表_AvgCommunicate_A_M.csv,141,AvgCommunicate,Content,玩家,……真是少见的评价。,...Haven't heard that before.
AvgCommunicate_57907_Content_11,abvU,avg通讯器聊天表_AvgCommunicate_A_M.csv,142,AvgCommunicate,Content,玩家,如果实在没有头绪的话，就从擅长的地方做起如何？,"Well, if you're still unsure, how about starting with what you're good at?"
AvgCommunicate_57907_Content_12,abvV,avg通讯器聊天表_AvgCommunicate_A_M.csv,143,AvgCommunicate,Content,玩家,艾尔瓦在训练士兵上很有一手吧。,"Considering your background, I'd say you're quite skilled at training soldiers. Why not start there?"
AvgCommunicate_57907_Content_13,abvW,avg通讯器聊天表_AvgCommunicate_A_M.csv,144,AvgCommunicate,Content,艾尔瓦,训练么，说的也是。或许……我知道了。,"Training, you say. That... could work."
AvgCommunicate_57908_Content_1,abwu,avg通讯器聊天表_AvgCommunicate_A_M.csv,146,AvgCommunicate,Content,莱克,今晚十点，地下教室，绝密聚会，全新玩法，刺激体验，就等你来。,"Tonight at 10 o'clock, in the underground classroom: a secret party, a new game; an exciting experience awaits you!"
AvgCommunicate_57908_Content_3,abwA,avg通讯器聊天表_AvgCommunicate_A_M.csv,148,AvgCommunicate,Content,莱克,哎呀，好像点错了群发的对象。,"Oops, it seems I sent this message to the wrong person."
AvgCommunicate_57908_Option_4,abwO,avg通讯器聊天表_AvgCommunicate_A_M.csv,149,AvgCommunicate,Option,玩家,你绝对又在做什么违法的事吧！,You're doing something illegal again aren't you?!
AvgCommunicate_57908_Content_4,abwB,avg通讯器聊天表_AvgCommunicate_A_M.csv,149,AvgCommunicate,Content,玩家,你绝对又在做什么违法的事吧！,You're doing something illegal again aren't you?!
