Key,ShortKey,Source,Row,Module,Field,Character,CN,EN
AwakerPotency_13533_PotencyDesc,atgi,h唤醒体启灵_AwakerPotency_A.csv,458,AwakerPotency,PotencyDesc,朵尔,「外域手术」虚弱回合数提高 1，治疗量提高 33%。,"""Outer Surgery"" inflicts 1 more turn of <WeaknessIconKeywords:Weakness>, and its HP recovery increases by 33%."
AwakerPotency_13060_PotencyDesc,asOc,h唤醒体启灵_AwakerPotency_A.csv,459,AwakerPotency,PotencyDesc,朵尔,「等价交换」基础回复生命和弃牌回复生命效果提高 20%，每弃掉 1 张牌，额外回复生命同时并获得等量的护盾。,"The Base HP recovered from ""Equivalent Exchange"" increases by 20%. For each card it discards, recover another +20% and gain that much Shield."
AwakerPotency_13581_PotencyDesc,atia,h唤醒体启灵_AwakerPotency_A.csv,460,AwakerPotency,PotencyDesc,朵尔,「理性，真理与现实」回复生命 +25%，造成的狂气对朵尔也生效。,"The HP recovered from Doll's Exalt ""Rationality, Truth, and Reality"" increases by 25%, and it can also increase Doll's Aliemus."
AwakerPotency_13236_PotencyDesc,asUQ,h唤醒体启灵_AwakerPotency_A.csv,464,AwakerPotency,PotencyDesc,朵尔,<OverLimitUtlSkillKeywords:超限爆发>：回合开始时回复等同于朵尔 [Arg1]% 体质的生命，持续 3 回合。（效果随「理性，真理与现实」的等级提升）,<OverLimitUtlSkillKeywords:Over-Exaltation>: Recover extra HP equal to [Arg1]% of Doll's CON at the start of each of the next 3 turns. (Recovery scales with Exalt level.)
AwakerTalent_54047_TalentDesc_1,aumt,h唤醒体天赋_AwakerTalent_A_M.csv,21,AwakerTalent,TalentDesc,朵尔,·朵尔每拥有 1 点狂气回充等级属性，就使「外域手术」与「等价交换」回复生命效果提高 0.5%。,"For every 1 Aliemus Regen Level Doll has, the HP recovered from ""Outer Surgery"" and ""Equivalent Exchange"" increases by 0.5%."
AwakerTalent_54072_TalentDesc_1,aumv,h唤醒体天赋_AwakerTalent_A_M.csv,27,AwakerTalent,TalentDesc,奥吉尔,·奥吉尔每拥有 1% 黑印掉落属性，「七艺，传承美德」获得的临时力量就提高 3%。,"For every 1% Sigil Yield provided by Ogier, the Temporary STR gained from his Exalt ""Seven Arts and Virtues"" increases by 3%."
AwakerTalent_46446_TalentDesc_1,bqQN,h唤醒体天赋_AwakerTalent_A_M.csv,41,AwakerTalent,TalentDesc,拉蒙娜,·拉蒙娜额外获得 2.5 点银钥充能属性。每个同调率等级额外使拉蒙娜获得 0.5 点银钥充能属性。 \n·每拥有 1 点银钥充能等级属性，就使「女王之剑」基础伤害提高 1 %，打出后获得 0.75 临时界域精通。,"Ramona's Keyflare Regen is increased by 2.5, plus another 0.5 per level of Affinity you have with her.\nFor every 1 Keyflare Regen she has, ""Queen's Sword"" Base DMG increases by 1%, and the Temp. Realm Mastery it generates increases by 0.75."
AwakerTalent_74133_TalentDesc_1,auBh,h唤醒体天赋_AwakerTalent_A_M.csv,812,AwakerTalent,TalentDesc,拉蒙娜,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·拉蒙娜的银钥充能提高 [Arg3]％，战斗开始时获得拉蒙娜银钥充能 [Arg4]％ 的银钥能量。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nRamona's Keyflare Regen increases by [Arg3]%. At the start of each battle, gain Keyflare equal to [Arg4]% of Ramona's Keyflare Regen."
AwakerTalent_74133_TalentDesc_2,auBj,h唤醒体天赋_AwakerTalent_A_M.csv,813,AwakerTalent,TalentDesc,拉蒙娜,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·拉蒙娜的银钥充能提高 [Arg3]％，战斗开始时获得拉蒙娜银钥充能 [Arg4]％ 的银钥能量。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nRamona's Keyflare Regen increases by [Arg3]%. At the start of each battle, gain Keyflare equal to [Arg4]% of Ramona's Keyflare Regen."
AwakerTalent_74133_TalentDesc_3,auBk,h唤醒体天赋_AwakerTalent_A_M.csv,814,AwakerTalent,TalentDesc,拉蒙娜,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·拉蒙娜的银钥充能提高 [Arg3]％，战斗开始时获得拉蒙娜银钥充能 [Arg4]％ 的银钥能量。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nRamona's Keyflare Regen increases by [Arg3]%. At the start of each battle, gain Keyflare equal to [Arg4]% of Ramona's Keyflare Regen."
AwakerTalent_74133_TalentDesc_4,auBl,h唤醒体天赋_AwakerTalent_A_M.csv,815,AwakerTalent,TalentDesc,拉蒙娜,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·拉蒙娜的银钥充能提高 [Arg3]％，战斗开始时获得拉蒙娜银钥充能 [Arg4]％ 的银钥能量。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nRamona's Keyflare Regen increases by [Arg3]%. At the start of each battle, gain Keyflare equal to [Arg4]% of Ramona's Keyflare Regen."
AwakerTalent_74133_TalentDesc_5,auBm,h唤醒体天赋_AwakerTalent_A_M.csv,816,AwakerTalent,TalentDesc,拉蒙娜,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·拉蒙娜的银钥充能提高 [Arg3]％，战斗开始时获得拉蒙娜银钥充能 [Arg4]％ 的银钥能量。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nRamona's Keyflare Regen increases by [Arg3]%. At the start of each battle, gain Keyflare equal to [Arg4]% of Ramona's Keyflare Regen."
AwakerTalent_74133_TalentDesc_6,auBn,h唤醒体天赋_AwakerTalent_A_M.csv,817,AwakerTalent,TalentDesc,拉蒙娜,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·拉蒙娜的银钥充能提高 [Arg3]％，战斗开始时获得拉蒙娜银钥充能 [Arg4]％ 的银钥能量。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nRamona's Keyflare Regen increases by [Arg3]%. At the start of each battle, gain Keyflare equal to [Arg4]% of Ramona's Keyflare Regen."
AwakerTalent_74133_TalentDesc_7,auBo,h唤醒体天赋_AwakerTalent_A_M.csv,818,AwakerTalent,TalentDesc,拉蒙娜,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·拉蒙娜的银钥充能提高 [Arg3]％，战斗开始时获得拉蒙娜银钥充能 [Arg4]％ 的银钥能量。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nRamona's Keyflare Regen increases by [Arg3]%. At the start of each battle, gain Keyflare equal to [Arg4]% of Ramona's Keyflare Regen."
AwakerTalent_74133_TalentDesc_8,auBp,h唤醒体天赋_AwakerTalent_A_M.csv,819,AwakerTalent,TalentDesc,拉蒙娜,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·拉蒙娜的银钥充能提高 [Arg3]％，战斗开始时获得拉蒙娜银钥充能 [Arg4]％ 的银钥能量。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nRamona's Keyflare Regen increases by [Arg3]%. At the start of each battle, gain Keyflare equal to [Arg4]% of Ramona's Keyflare Regen."
AwakerTalent_74133_TalentDesc_9,auBq,h唤醒体天赋_AwakerTalent_A_M.csv,820,AwakerTalent,TalentDesc,拉蒙娜,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·拉蒙娜的银钥充能提高 [Arg3]％，战斗开始时获得拉蒙娜银钥充能 [Arg4]％ 的银钥能量。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nRamona's Keyflare Regen increases by [Arg3]%. At the start of each battle, gain Keyflare equal to [Arg4]% of Ramona's Keyflare Regen."
AwakerTalent_74133_TalentDesc_10,auBi,h唤醒体天赋_AwakerTalent_A_M.csv,821,AwakerTalent,TalentDesc,拉蒙娜,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·拉蒙娜的银钥充能提高 [Arg3]％，战斗开始时获得拉蒙娜银钥充能 [Arg4]％ 的银钥能量。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nRamona's Keyflare Regen increases by [Arg3]%. At the start of each battle, gain Keyflare equal to [Arg4]% of Ramona's Keyflare Regen."
AwakerTalent_74108_TalentDesc_1,aurB,h唤醒体天赋_AwakerTalent_A_M.csv,832,AwakerTalent,TalentDesc,奥吉尔,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·奥吉尔造成的护盾提高 [Arg3]％，每次释放狂气爆发后本场战斗中奥吉尔造成的护盾额外提高防御力的 1％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nOgier's Shield gain increases by [Arg3]%, and benefits from another 1% of his DEF for each time his Exalt is released in each battle."
AwakerTalent_74108_TalentDesc_2,aurD,h唤醒体天赋_AwakerTalent_A_M.csv,833,AwakerTalent,TalentDesc,奥吉尔,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·奥吉尔造成的护盾提高 [Arg3]％，每次释放狂气爆发后本场战斗中奥吉尔造成的护盾额外提高防御力的 1％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nOgier's Shield gain increases by [Arg3]%, and benefits from another 1% of his DEF for each time his Exalt is released in each battle."
AwakerTalent_74108_TalentDesc_3,aurE,h唤醒体天赋_AwakerTalent_A_M.csv,834,AwakerTalent,TalentDesc,奥吉尔,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·奥吉尔造成的护盾提高 [Arg3]％，每次释放狂气爆发后本场战斗中奥吉尔造成的护盾额外提高防御力的 1％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nOgier's Shield gain increases by [Arg3]%, and benefits from another 1% of his DEF for each time his Exalt is released in each battle."
AwakerTalent_74108_TalentDesc_4,aurF,h唤醒体天赋_AwakerTalent_A_M.csv,835,AwakerTalent,TalentDesc,奥吉尔,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·奥吉尔造成的护盾提高 [Arg3]％，每次释放狂气爆发后本场战斗中奥吉尔造成的护盾额外提高防御力的 1％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nOgier's Shield gain increases by [Arg3]%, and benefits from another 1% of his DEF for each time his Exalt is released in each battle."
AwakerTalent_74108_TalentDesc_5,aurG,h唤醒体天赋_AwakerTalent_A_M.csv,836,AwakerTalent,TalentDesc,奥吉尔,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·奥吉尔造成的护盾提高 [Arg3]％，每次释放狂气爆发后本场战斗中奥吉尔造成的护盾额外提高防御力的 1％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nOgier's Shield gain increases by [Arg3]%, and benefits from another 1% of his DEF for each time his Exalt is released in each battle."
AwakerTalent_74108_TalentDesc_6,aurH,h唤醒体天赋_AwakerTalent_A_M.csv,837,AwakerTalent,TalentDesc,奥吉尔,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·奥吉尔造成的护盾提高 [Arg3]％，每次释放狂气爆发后本场战斗中奥吉尔造成的护盾额外提高防御力的 1％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nOgier's Shield gain increases by [Arg3]%, and benefits from another 1% of his DEF for each time his Exalt is released in each battle."
AwakerTalent_74108_TalentDesc_7,aurI,h唤醒体天赋_AwakerTalent_A_M.csv,838,AwakerTalent,TalentDesc,奥吉尔,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·奥吉尔造成的护盾提高 [Arg3]％，每次释放狂气爆发后本场战斗中奥吉尔造成的护盾额外提高防御力的 1％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nOgier's Shield gain increases by [Arg3]%, and benefits from another 1% of his DEF for each time his Exalt is released in each battle."
AwakerTalent_74108_TalentDesc_8,aurJ,h唤醒体天赋_AwakerTalent_A_M.csv,839,AwakerTalent,TalentDesc,奥吉尔,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·奥吉尔造成的护盾提高 [Arg3]％，每次释放狂气爆发后本场战斗中奥吉尔造成的护盾额外提高防御力的 1％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nOgier's Shield gain increases by [Arg3]%, and benefits from another 1% of his DEF for each time his Exalt is released in each battle."
AwakerTalent_74108_TalentDesc_9,aurK,h唤醒体天赋_AwakerTalent_A_M.csv,840,AwakerTalent,TalentDesc,奥吉尔,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·奥吉尔造成的护盾提高 [Arg3]％，每次释放狂气爆发后本场战斗中奥吉尔造成的护盾额外提高防御力的 1％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nOgier's Shield gain increases by [Arg3]%, and benefits from another 1% of his DEF for each time his Exalt is released in each battle."
AwakerTalent_74108_TalentDesc_10,aurC,h唤醒体天赋_AwakerTalent_A_M.csv,841,AwakerTalent,TalentDesc,奥吉尔,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·奥吉尔造成的护盾提高 [Arg3]％，每次释放狂气爆发后本场战斗中奥吉尔造成的护盾额外提高防御力的 1％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nOgier's Shield gain increases by [Arg3]%, and benefits from another 1% of his DEF for each time his Exalt is released in each battle."
AwakerTalent_74120_TalentDesc_1,auwh,h唤醒体天赋_AwakerTalent_A_M.csv,842,AwakerTalent,TalentDesc,萝坦,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·萝坦的指令卡造成的基础伤害提高 [Arg3]%。萝坦每造成 1 次伤害，本回合萝坦造成的主动伤害提高 2%，至多提高 [Arg4]％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nThe Base DMG of Lotan's Command cards increase by [Arg3]%. Whenever Lotan deals DMG, her Active DMG increases by 2% until end of turn (up to [Arg4]%)."
AwakerTalent_74120_TalentDesc_2,auwj,h唤醒体天赋_AwakerTalent_A_M.csv,843,AwakerTalent,TalentDesc,萝坦,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·萝坦的指令卡造成的基础伤害提高 [Arg3]%。萝坦每造成 1 次伤害，本回合萝坦造成的主动伤害提高 2%，至多提高 [Arg4]％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nThe Base DMG of Lotan's Command cards increase by [Arg3]%. Whenever Lotan deals DMG, her Active DMG increases by 2% until end of turn (up to [Arg4]%)."
AwakerTalent_74120_TalentDesc_3,auwk,h唤醒体天赋_AwakerTalent_A_M.csv,844,AwakerTalent,TalentDesc,萝坦,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·萝坦的指令卡造成的基础伤害提高 [Arg3]%。萝坦每造成 1 次伤害，本回合萝坦造成的主动伤害提高 2%，至多提高 [Arg4]％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nThe Base DMG of Lotan's Command cards increase by [Arg3]%. Whenever Lotan deals DMG, her Active DMG increases by 2% until end of turn (up to [Arg4]%)."
AwakerTalent_74120_TalentDesc_4,auwl,h唤醒体天赋_AwakerTalent_A_M.csv,845,AwakerTalent,TalentDesc,萝坦,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·萝坦的指令卡造成的基础伤害提高 [Arg3]%。萝坦每造成 1 次伤害，本回合萝坦造成的主动伤害提高 2%，至多提高 [Arg4]％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nThe Base DMG of Lotan's Command cards increase by [Arg3]%. Whenever Lotan deals DMG, her Active DMG increases by 2% until end of turn (up to [Arg4]%)."
AwakerTalent_74120_TalentDesc_5,auwm,h唤醒体天赋_AwakerTalent_A_M.csv,846,AwakerTalent,TalentDesc,萝坦,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·萝坦的指令卡造成的基础伤害提高 [Arg3]%。萝坦每造成 1 次伤害，本回合萝坦造成的主动伤害提高 2%，至多提高 [Arg4]％。,"This talent is only effective in the ""Astral Reign"" stages.\nThis Awakener's CON, ATK, and DEF increase by [Arg1]%. Gain [Arg2] Keyflare when you play their Rouse card.\nThe Base DMG of Lotan's Command cards increase by [Arg3]%. Whenever Lotan deals DMG, her Active DMG increases by 2% until end of turn (up to [Arg4]%)."
