Key,ShortKey,Source,Row,Module,Field,Character,CN,EN
AvgDialog_22130_Content_40,aibT,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,47,AvgDialog,Content,朵尔,我们尚未遭遇过类似事件。是否是受融蚀影响，目前也还无法判断。,We have not encountered a similar event. Whether it is the result of dissolution remains unknown.
AvgDialog_22130_Content_41,aibU,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,48,AvgDialog,Content,玩家,西岱的联络人是怎么说的？,What did the contact in Cité say?
AvgDialog_22130_Content_42,aibV,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,49,AvgDialog,Content,朵尔,联络人报告一切正常，所以这次事件的级别并不高。但我们还是需要派人去西岱看看……,"The contact reported that everything was normal, so the level of this event isn't high. But we still need to send someone to Cité to check..."
AvgDialog_22130_Content_43,aibW,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,50,AvgDialog,Content,,砰——,Bang—
AvgDialog_22130_Content_44,aibX,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,51,AvgDialog,Content,,朵尔的话没说完，一个白色的身影幽灵般闯进办公室，躲在了窗帘后面。,"Before Doll finished speaking, a white figure slipped into the office like a ghost and hid behind the curtain."
AvgDialog_22130_Content_45,aibY,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,52,AvgDialog,Content,玩家,……,...
AvgDialog_22130_Content_46,aibZ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,53,AvgDialog,Content,朵尔,……,...
AvgDialog_22130_Content_47,aica,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,54,AvgDialog,Content,玩家,奥尔拉，如果你是在躲什么人的话……你忘了关门了。,"Horla, if you're hiding from someone... you forgot to close the door."
AvgDialog_22130_Content_48,aicb,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,55,AvgDialog,Content,奥尔拉,啊！对、对不起！给你们添麻烦了……守密人%sirormadam%！朵尔小姐！,"Ah! I'm so sorry! I've caused you trouble... {Male=Sir,Female=Madam} Keeper! Miss Doll!"
AvgDialog_22130_Content_49,aicc,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,56,AvgDialog,Content,,她跑出来将办公室的门关上，又迅速跑回窗帘后藏了起来。,"She hurriedly closed the office door, and quickly hid behind the curtains."
AvgDialog_22130_Content_50,aice,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,57,AvgDialog,Content,汉娜,奥尔拉！你在哪里？奥尔拉！,Horla! Where are you? Horla!
AvgDialog_22130_Content_51,aicf,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,58,AvgDialog,Content,汉娜,快出来，亲爱的奥尔拉！我们只需要做一个小小的专访就好了~我保证不会把你怎么样的！,"Come out, dear Horla! We just need a short interview~ It won't hurt, I promise!"
AvgDialog_22130_Content_52,aicg,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,59,AvgDialog,Content,,汉娜的声音从门外传来，逐渐飘远。,Hannah's voice drifts away from outside the door.
AvgDialog_22130_Content_53,aich,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,60,AvgDialog,Content,朵尔,终于开始欺负奥尔拉了吗……看来最近校刊的销量压力的确很大。,Finally started bullying Horla? It seems the pressure from the school paper's sales has indeed become quite significant.
AvgDialog_22130_Content_54,aici,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,61,AvgDialog,Content,玩家,不想接受采访也没事，你写了那么多的诗，只需要拿几首交给汉娜，她就会放过你了。,"It's fine if you don't want to do the interview. Just hand over a few of the many poems you've written to Hannah, and she'll leave you alone."
AvgDialog_22130_Content_55,aicj,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,62,AvgDialog,Content,奥尔拉,我……不太想……,I... don't really want to...
AvgDialog_22130_Content_56,aick,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,63,AvgDialog,Content,奥尔拉,那些诗，只会给大家带来不幸……我不想这种事再发生了。,Those poems only bring misfortune... I don't want that to happen again.
AvgDialog_22130_Content_57,aicl,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,64,AvgDialog,Content,,想起奥尔拉所经历的往事，你明白了她的意思，点了点头。,"Recalling what Horla had experienced, you understood her meaning and nodded."
AvgDialog_22130_Content_58,aicm,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,65,AvgDialog,Content,奥尔拉,我还是应该住在外面，不应该在学校这样人多的地方……,"I should be outside, not in a crowded place like the school..."
AvgDialog_22130_Content_59,aicn,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,66,AvgDialog,Content,奥尔拉,守密人%sirormadam%，能请您帮我想想办法吗？,"{Male=Sir,Female=Madam} Keeper, can I ask for your help with a solution?"
AvgDialog_22130_Content_60,aicp,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,67,AvgDialog,Content,玩家,说实话，面对那只雪貂的嗅觉跟行动力，我也没有什么太好的办法。,"To be honest, I don't have any good solutions for dealing with that ferret's agility and sense of smell."
AvgDialog_22130_Content_61,aicq,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,68,AvgDialog,Content,玩家,——不过，如果你愿意出门的话，倒是有个办法可以帮你。,"—However, if you'd prefer to be outdoors, there is a way I can help you."
AvgDialog_22130_Content_62,aicr,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,69,AvgDialog,Content,奥尔拉,啊……一定要出门吗……,Ah... Do I really have to go out...
AvgDialog_22130_Content_63,aics,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,70,AvgDialog,Content,奥尔拉,是去哪里呢？,Where would we go?
AvgDialog_22130_Content_64,aict,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,71,AvgDialog,Content,,你拿起桌上的照片，向她晃了晃。,You pick up the photo on the table and wave it in front of her.
AvgDialog_22130_Content_65,aicu,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,72,AvgDialog,Content,玩家,西岱，你的故乡。,"Cité, your home."
AvgDialog_22130_Content_66,aicv,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,73,AvgDialog,Content,,游轮无声地漂行，两侧的民居与花丛缓缓向身后流淌，消失于塞涅尔河悠扬的转角。,"The cruise silently drifts, houses and flowers on both sides slowly fading behind, vanishing at the bend of the Szenyér River."
AvgDialog_22130_Content_67,aicw,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,74,AvgDialog,Content,,奥尔拉闭上眼。笑容在她脸上绽放。,Horla closed her eyes. A smile blossomed on her face.
AvgDialog_22130_Content_68,aicx,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,75,AvgDialog,Content,无纸奥尔拉,是西岱的风！西岱是鲜花的城市，连风里也带着花的味道。,"It's the wind of Cité! Cité is the city of flowers, and even the wind carries the scent of flowers."
AvgDialog_22130_Content_69,aicy,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,76,AvgDialog,Content,无纸奥尔拉,虽然已经过了很多年，但我一闻到就能想起来。,"Even after all these years, the moment I smell it, I remember."
AvgDialog_22130_Content_70,aicA,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,77,AvgDialog,Content,玩家,西岱的这些风景，你会很想念吗？,Do you miss the sights of Cité?
AvgDialog_22130_Content_71,aicB,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,78,AvgDialog,Content,无纸奥尔拉,很想念！不过，我一直是生活在花房里。西岱的这些地方，我大都没有真正见过。,Of course! But I've always lived in the greenhouse. I haven't really been to most of the places in Cité.
AvgDialog_22130_Content_72,aicC,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,79,AvgDialog,Content,无纸奥尔拉,我在诗里写了很多西岱的风景，不过那些毕竟是假的……这次如果有机会的话，我想去看一看那些地方。,"I've written many poems about Cité's scenery, but those are fiction... If there's a chance this time, I'd like to see those places."
AvgDialog_22130_Content_73,aicD,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,80,AvgDialog,Content,玩家,最想去的地方是哪里？,Where do you want to go the most?
AvgDialog_22130_Content_74,aicE,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,81,AvgDialog,Content,无纸奥尔拉,最想去的地方，嗯……是我以前生活的那座花园吧？,"The place I want to visit the most... hmm, it would be the garden where I used to live."
AvgDialog_22130_Content_75,aicF,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,82,AvgDialog,Content,无纸奥尔拉,每次到了玫瑰盛开的季节，那座花园都开满了玫瑰花，就像是住在梦境里一样！,"Every rose season, the garden is in full bloom with roses, as if living in a dream!"
AvgDialog_22130_Content_76,aicG,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,83,AvgDialog,Content,无纸奥尔拉,只是不知道，那场大火之后，现在那里还有没有玫瑰。还有诗集……,Just not sure if the roses and the poem book are still there after that fire...
AvgDialog_22130_Content_77,aicH,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,84,AvgDialog,Content,无纸奥尔拉,大火燃起来的时候，我看没办法跑出去，就把我写的那本诗集埋在了花园的土地里。这次回来，我想去找到它。,"When the fire broke out, I couldn't escape, so I buried my poetry collection in the garden. This time, I intend to find it."
AvgDialog_22130_Content_78,aicI,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,85,AvgDialog,Content,玩家,你在西岱经历了那么多，我还以为你不会喜欢这个地方，也不会想再看到那本诗集。,"After all you've experienced in Cité, I didn't think you'd like this place or want to see that poem again."
AvgDialog_22130_Content_79,aicJ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,86,AvgDialog,Content,无纸奥尔拉,那些事情，和这里的土地与人没有关系……西岱，是一个很美的地方。,Those things have nothing to do with this land or its people... Cité is a beautiful place.
AvgDialog_22130_Content_80,aicL,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,87,AvgDialog,Content,无纸奥尔拉,至于诗集……我说不上来，守密人%sirormadam%。,"As for the poem... I can't say, {Male=Sir,Female=Madam} Keeper."
AvgDialog_22130_Content_81,aicM,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,88,AvgDialog,Content,无纸奥尔拉,它给身边的人带来了很多的痛苦，我不喜欢这一点，可是……它也是我最珍贵的东西。,"It brings much pain to those around me, which I dislike, but... it is also my most precious possession."
AvgDialog_22130_Content_82,aicN,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,89,AvgDialog,Content,无纸奥尔拉,不管是想保存，还是想毁掉，我都想找到它。,"Whether to preserve or destroy it, I still want to find it."
AvgDialog_22130_Content_83,aicO,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,90,AvgDialog,Content,玩家,放心，我一定会带你去看看的。只是不知道过了这么多年，还能不能找得到。,"Don't worry, I will definitely take you to see it. I'm just not sure if we can still find it after all these years."
AvgDialog_22130_Content_84,aicP,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,91,AvgDialog,Content,,一只黑色的蝴蝶翩翩而至，停留在奥尔拉伸出的指尖。,A black butterfly flutters gracefully and lands on Horla's outstretched fingertip.
AvgDialog_22130_Content_85,aicQ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,92,AvgDialog,Content,无纸奥尔拉,您看，守密人%sirormadam%，一只蝴蝶诶！,"Look, {Male=Sir,Female=Madam} Keeper, a butterfly!"
AvgDialog_22130_Content_86,aicR,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,93,AvgDialog,Content,无纸奥尔拉,如果蝴蝶停留在一个人的身上，说明在蝴蝶眼里，这个人的生命就像是花一样。,"If a butterfly lands on someone, it means that, in the butterfly's eyes, this person's life is like a flower."
AvgDialog_22130_Content_87,aicS,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,94,AvgDialog,Content,无纸奥尔拉,在西岱人眼里，一个像花一样的生命，总是能交到好运的~,"To the Cité people, a life like a flower always brings good fortune~"
AvgDialog_22130_Content_88,aicT,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,95,AvgDialog,Content,蝴蝶,没错，这位小姐。你身上有玫瑰的味道。,"Exactly, Miss. You smell like roses."
AvgDialog_22130_Content_89,aicU,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,96,AvgDialog,Content,蝴蝶,西岱有很多美丽的玫瑰园，你们会很适合这个地方的~,Cité has many beautiful rose gardens; you will feel right at home here~
AvgDialog_22130_Content_90,aicW,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,97,AvgDialog,Content,玩家,！！！,!!!
AvgDialog_22130_Content_91,aicX,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,98,AvgDialog,Content,玩家,奥尔拉，小心！,"Horla, be careful!"
AvgDialog_22130_Content_92,aicY,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,99,AvgDialog,Content,,你从未见过这种人形的蝴蝶。你伸手将奥尔拉稍稍向后拉开。,You've never witnessed a butterfly speak. You gently pulled Horla back.
AvgDialog_22130_Content_93,aicZ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,100,AvgDialog,Content,无纸奥尔拉,呀，会说话的蝴蝶？！,"Wow, a talking butterfly?!"
AvgDialog_22130_Content_94,aida,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,101,AvgDialog,Content,无纸奥尔拉,蝴蝶夫人，很抱歉，我、我不是很擅长和别人聊天……,"Mrs. Butterfly, sorry... I-I'm not very good at small talk..."
AvgDialog_22130_Content_95,aidb,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,102,AvgDialog,Content,玩家,没有攻击性，不像是融蚀异变体……也不是幻觉……,"No aggression, not like a Dissolution variant... nor a Phantasm..."
AvgDialog_22130_Content_96,aidc,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,103,AvgDialog,Content,,纯黑色的人形蝴蝶扇动翅膀，摇曳着离开了游轮。你警惕地望了望身周。塞涅尔河仍然静静流淌。,The pitch-black humanoid butterfly flapped its wings and swayed to and fro as it left the cruise ship. You looked around cautiously. The Szenyér River still flowed quietly.
AvgDialog_22130_Content_97,aidd,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,104,AvgDialog,Content,贵妇？,化成蝴蝶的人类……很美的意象，对吧？,"Humans becoming butterflies... a beautiful image, isn't it?"
AvgDialog_22130_Content_98,aide,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,105,AvgDialog,Content,,一名打扮堂皇的贵妇人不知何时出现在你们身边。她转过望着塞涅尔河的脸，向奥尔拉微微一笑。,A well-dressed noblewoman appears beside you without your notice. She turns her face toward the Szenyér River and gives Horla a slight smile.
AvgDialog_22130_Content_99,aidf,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,106,AvgDialog,Content,贵妇,不过，这位小姐。你眼睛上的那朵玫瑰，比蝴蝶要美得多。,"However, miss. The rose on your eye is far more beautiful than a butterfly."
AvgDialog_22130_Content_100,aiba,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,107,AvgDialog,Content,无纸奥尔拉,您、您好……这位夫人……,Y-Yes... Madam...
AvgDialog_22130_Content_101,aibb,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,108,AvgDialog,Content,玩家,奥尔拉，你切断了隐形的能力吗？,"Horla, did you disable your shroud?"
AvgDialog_22130_Content_102,aibc,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,109,AvgDialog,Content,无纸奥尔拉,我没有……这位夫人，您能看到我？,"I haven't... Madam, can you see me?"
AvgDialog_22130_Content_103,aibd,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,110,AvgDialog,Content,贵妇,在新的西岱，一切美好的东西，都应该被看见。,"In the new Cité, all things of beauty should be seen."
AvgDialog_22130_Content_104,aibe,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,111,AvgDialog,Content,玩家,新的西岱……,The new Cité...
AvgDialog_22130_Content_105,aibf,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,112,AvgDialog,Content,贵妇,啊，我们到了。,"Ah, we've arrived."
AvgDialog_22130_Content_106,aibg,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,113,AvgDialog,Content,,你回过头。,You turn around.
AvgDialog_22130_Content_107,aibh,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,114,AvgDialog,Content,,一幅你从未见过的画卷，展开在你眼前。,A painting like you have never seen before unfolds before your eyes.
AvgDialog_22130_Content_108,aibi,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,115,AvgDialog,Content,,游轮碰撞在沿岸的缓冲装置上，发出沉闷的声响。,"The cruise ship collides with the shore buffer, producing a dull thud."
AvgDialog_22130_Content_109,aibj,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,116,AvgDialog,Content,,你和奥尔拉愣愣地望着眼前这一幕，似乎忘了应该如何走路。,"You and Horla stare in bewilderment, seemingly forgetting how to walk."
AvgDialog_22130_Content_110,aibl,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,117,AvgDialog,Content,贵妇,我的车还有一会才到，让我带你们逛逛吧。,"My car won't arrive for a while, so let me show you around."
AvgDialog_22130_Content_111,aibm,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,118,AvgDialog,Content,,她抬起手，手臂划出一道优雅的弧线。,"She raises her hand, her arm tracing an elegant arc."
AvgDialog_22130_Content_112,aibn,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,119,AvgDialog,Content,贵妇,欢迎来到西岱，远方的客人们。,"Welcome to Cité, distant guests."
AvgDialog_22127_Content_1,ahWH,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,120,AvgDialog,Content,,花之都,City of Flowers
AvgDialog_22127_Content_2,ahXy,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,121,AvgDialog,Content,玩家,这……这也太……,This... This is too...
AvgDialog_22127_Content_3,ahXJ,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,122,AvgDialog,Content,贵妇,西岱，是花与诗的城市。,"Cité, the city of flowers and poetry."
AvgDialog_22127_Content_4,ahXU,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,123,AvgDialog,Content,贵妇,如今的西岱，真正能够配得上这一名号。,Today's Cité truly lives up to its name.
AvgDialog_22127_Content_5,ahYf,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,124,AvgDialog,Content,,在贵妇人的带领下，你向前走着，闯入眼里的一切让你几乎无法思考。,"Led by the noblewoman, you walk forward, overwhelmed by everything that catches your eye."
AvgDialog_22127_Content_6,ahYq,avgV1.5奥尔拉大型支线_AvgDialog_C_M.csv,125,AvgDialog,Content,,你走过若隐若现的街道，抚摸建筑上晕染的砖石，摘下彩墨般的梧桐叶。,"You walk down the misty streets, touching the stained bricks on the buildings, plucking sycamore leaves like color ink."
