RelicConfig_20176_Name,aJvb,z造物_RelicConfig_A.csv,13,RelicConfig,Name,,<OrangeQuality:群氓之歌+>,<OrangeQuality:群衆の歌+>
RelicConfig_20176_StoryDesc,aJvc,z造物_RelicConfig_A.csv,13,RelicConfig,StoryDesc,,专为折磨你的耳朵而生。,あなたの耳を苦しめるために生まれた。
RelicConfig_13823_BattleDesc,aJll,z造物_RelicConfig_A.csv,14,RelicConfig,BattleDesc,,你每打出的第 [Arg1] 张指令卡会生效 2 次，打出后回到手中。,[Arg1]枚目の指令カードは効果が2回発動し、手札に戻る。
RelicConfig_13823_Desc,aJlm,z造物_RelicConfig_A.csv,14,RelicConfig,Desc,,你每打出的第 [Arg1] 张指令卡会生效 2 次，打出后回到手中。,[Arg1]枚目の指令カードは効果が2回発動し、手札に戻る。
RelicConfig_13823_Name,aJln,z造物_RelicConfig_A.csv,14,RelicConfig,Name,,<OrangeQuality:群星之酒+>,<OrangeQuality:星々の酒+>
RelicConfig_13823_StoryDesc,aJlo,z造物_RelicConfig_A.csv,14,RelicConfig,StoryDesc,,游走于繁星之间。,星々の間を彷徨う。
RelicConfig_20167_BattleDesc,aJup,z造物_RelicConfig_A.csv,15,RelicConfig,BattleDesc,,回合结束时若有剩余算力，下回合额外抽 2 张牌；若有剩余手牌，下回合额外获得 2 点算力。,ターン終了時に行動力が残っている場合、次のターンに追加でカードを2枚引き、手札が残っている場合は、次のターンで2点の行動力を獲得する。
RelicConfig_20167_Desc,aJuq,z造物_RelicConfig_A.csv,15,RelicConfig,Desc,,回合结束时若有剩余算力，下回合额外抽 2 张牌；若有剩余手牌，下回合额外获得 2 点算力。,ターン終了時に行動力が残っている場合、次のターン追加でカードを2枚引き、手札が残っている場合、次のターン追加で2点の行動力を獲得する。
RelicConfig_20167_Name,aJur,z造物_RelicConfig_A.csv,15,RelicConfig,Name,,<OrangeQuality:日月轮盘+>,<OrangeQuality:日月ルーレット+>
RelicConfig_20167_StoryDesc,aJus,z造物_RelicConfig_A.csv,15,RelicConfig,StoryDesc,,猜一猜，是黑还是白？,黒か白か、どっちだと思う？
RelicConfig_20165_BattleDesc,aJuh,z造物_RelicConfig_A.csv,16,RelicConfig,BattleDesc,,拾取时觉醒所有唤醒体。打出<ExaltIconKeywords:灵知觉醒>后，随机获得 2 张该唤醒体的指令卡并附加「消耗」和「虚无」。,入手時、すべての覚醒体を覚醒させる。<ExaltIconKeywords:霊知覚醒>を使用すると、その覚醒体の指令カードをランダムで2枚獲得し、「消費」と「虚無」を付与する。
RelicConfig_20165_Desc,aJui,z造物_RelicConfig_A.csv,16,RelicConfig,Desc,,拾取时觉醒所有唤醒体。打出<ExaltIconKeywords:灵知觉醒>后，随机获得 2 张该唤醒体的指令卡并附加「消耗」和「虚无」。,入手時、すべての覚醒体を覚醒させる。<ExaltIconKeywords:霊知覚醒>を使用すると、その覚醒体の指令カードをランダムで2枚獲得し、「消費」と「虚無」を付与する。
RelicConfig_20165_Name,aJuj,z造物_RelicConfig_A.csv,16,RelicConfig,Name,,<OrangeQuality:祂的神谕+>,<OrangeQuality:主の神託+>
RelicConfig_20165_StoryDesc,aJuk,z造物_RelicConfig_A.csv,16,RelicConfig,StoryDesc,,祂说，不要惧怕。,主は言った、恐れるなと。
RelicConfig_20173_BattleDesc,aJuN,z造物_RelicConfig_A.csv,17,RelicConfig,BattleDesc,,对处于负面状态的敌人造成的伤害提高 50%，击杀敌人后击杀者获得 100 狂气。,弱体効果を受けた敵に与えるダメージが50％増加し、敵を撃破した後、撃破した覚醒体は100狂気を獲得する。
RelicConfig_20173_Desc,aJuO,z造物_RelicConfig_A.csv,17,RelicConfig,Desc,,对处于负面状态的敌人造成的伤害提高 50%，击杀敌人后击杀者获得 100 狂气。,弱体効果を受けた敵に与えるダメージが50％増加し、敵を撃破した後、撃破した覚醒体は100狂気を獲得する。
RelicConfig_20173_Name,aJuP,z造物_RelicConfig_A.csv,17,RelicConfig,Name,,<OrangeQuality:祭司权杖+>,<OrangeQuality:祭司の杖+>
RelicConfig_20173_StoryDesc,aJuQ,z造物_RelicConfig_A.csv,17,RelicConfig,StoryDesc,,不被许可的虔诚。,許されない信仰。
RelicConfig_20175_BattleDesc,aJuV,z造物_RelicConfig_A.csv,18,RelicConfig,BattleDesc,,造成的<WeaknessIconKeywords:虚弱>效果提高 8%，<VulnerabilityIconKeywords:易伤>效果提高 25%。施加<WeaknessIconKeywords:虚弱>或<VulnerabilityIconKeywords:易伤>时，临时偷取目标 [Arg1] 点<PowerIconKeywords:力量>。,与える<WeaknessIconKeywords:虚弱>効果が8%増加し、<VulnerabilityIconKeywords:易傷>効果が25%増加する。<WeaknessIconKeywords:虚弱>または<VulnerabilityIconKeywords:易傷>を付与した時、対象から[Arg1]点の<PowerIconKeywords:力>を一時的に奪う。
RelicConfig_20175_Desc,aJuW,z造物_RelicConfig_A.csv,18,RelicConfig,Desc,,造成的<WeaknessIconKeywords:虚弱>效果提高 8%，<VulnerabilityIconKeywords:易伤>效果提高 25%。施加<WeaknessIconKeywords:虚弱>或<VulnerabilityIconKeywords:易伤>时，临时偷取目标 [Arg1] 点<PowerIconKeywords:力量>。,与える<WeaknessIconKeywords:虚弱>効果が8%増加し、<VulnerabilityIconKeywords:易傷>効果が25%増加する。<WeaknessIconKeywords:虚弱>または<VulnerabilityIconKeywords:易傷>を付与した時、対象から[Arg1]点の<PowerIconKeywords:力>を一時的に奪う。
RelicConfig_20175_Name,aJuX,z造物_RelicConfig_A.csv,18,RelicConfig,Name,,<OrangeQuality:褪色照片+>,<OrangeQuality:色褪せた写真+>
RelicConfig_20175_StoryDesc,aJuY,z造物_RelicConfig_A.csv,18,RelicConfig,StoryDesc,,模糊的照片承载了模糊的记忆，亦或者——正是记忆的残缺，才早就了照片的褪色。,ぼやけた写真にはぼんやりとした記憶が宿る。あるいは——記憶の不完全さゆえに写真が色褪せたのかもしれない。
RelicConfig_20178_BattleDesc,aJvh,z造物_RelicConfig_A.csv,19,RelicConfig,BattleDesc,,每造成 1 次主动伤害就获得 3 点狂气，并对目标施加 [Arg1] 层<IntoxicationIconKeywords:中毒>。若本场战斗内触发次数累计达 25 次，立刻触发全体敌方<IntoxicationIconKeywords:中毒>。,アクティブダメージを与えるたび3狂気を獲得し、対象に[Arg1]点の<IntoxicationIconKeywords:毒> を付与する。この戦闘中に発動回数が累計25回に達した場合、即座にすべての敵に<IntoxicationIconKeywords:毒>を誘発する。
RelicConfig_20178_Desc,aJvi,z造物_RelicConfig_A.csv,19,RelicConfig,Desc,,每造成 1 次主动伤害就获得 3 点狂气，并对目标施加 [Arg1] 层<IntoxicationIconKeywords:中毒>。若本场战斗内触发次数累计达 25 次，立刻触发全体敌方<IntoxicationIconKeywords:中毒>。,アクティブダメージを与えるたび3狂気を獲得し、対象に[Arg1]点の<IntoxicationIconKeywords:毒> を付与する。この戦闘中に発動回数が累計25回に達した場合、即座にすべての敵に<IntoxicationIconKeywords:毒>を誘発する。
RelicConfig_20178_Name,aJvj,z造物_RelicConfig_A.csv,19,RelicConfig,Name,,<OrangeQuality:蒙尘缝纫机+>,<OrangeQuality:埃をかぶったミシン+>
RelicConfig_20178_StoryDesc,aJvk,z造物_RelicConfig_A.csv,19,RelicConfig,StoryDesc,,一位慈祥的母亲，缝补心脏上的伤。,慈愛に満ちた母親が、心の傷を縫い合わせる。
RelicConfig_13895_BattleDesc,aJqx,z造物_RelicConfig_A.csv,20,RelicConfig,BattleDesc,,每当你失去生命时，狂气最低的唤醒体获得 10 狂气。每当你失去 5 次生命时，回复 20% 已损失生命。,ライフを失うたび、最も狂気の低い覚醒体が10狂気を獲得する。5回ライフを失うたび、失ったライフの20%を回復する。
RelicConfig_13895_Desc,aJqy,z造物_RelicConfig_A.csv,20,RelicConfig,Desc,,每当你失去生命时，狂气最低的唤醒体获得 10 狂气。每当你失去 5 次生命时，回复 20% 已损失生命。,ライフを失うたび、最も狂気の低い覚醒体が10狂気を獲得する。5回ライフを失うたび、失ったライフの20%を回復する。
RelicConfig_13895_Name,aJqz,z造物_RelicConfig_A.csv,20,RelicConfig,Name,,<OrangeQuality:时灵摆「解析」>,<OrangeQuality:時の振り子「解析」>
RelicConfig_13751_BattleDesc,aJfV,z造物_RelicConfig_A.csv,21,RelicConfig,BattleDesc,,暴击率提高 25%，每回合首次造成的伤害翻倍。,クリティカル率が25%増加し、毎ターン初めて与えるダメージが2倍になる。
RelicConfig_13751_Desc,aJfW,z造物_RelicConfig_A.csv,21,RelicConfig,Desc,,暴击率提高 25%，每回合首次造成的伤害翻倍。,クリティカル率が25%増加し、毎ターン初めて与えるダメージが2倍になる。
RelicConfig_13751_Name,aJfX,z造物_RelicConfig_A.csv,21,RelicConfig,Name,,<OrangeQuality:时灵摆「深化」>,<OrangeQuality:時の振り子「深化」>
RelicConfig_13912_BattleDesc,aJrJ,z造物_RelicConfig_A.csv,22,RelicConfig,BattleDesc,,回合结束时，每有 1 张剩余手牌，下回合开始时获得 1 点算力。,ターン終了時、残りの手札1枚につき、次のターン開始時に1点の行動力を獲得する。
RelicConfig_13912_Desc,aJrK,z造物_RelicConfig_A.csv,22,RelicConfig,Desc,,回合结束时，每有 1 张剩余手牌，下回合开始时获得 1 点算力。,ターン終了時、残りの手札1枚につき、次のターン開始時に1点の行動力を獲得する。
RelicConfig_13912_Name,aJrL,z造物_RelicConfig_A.csv,22,RelicConfig,Name,,<OrangeQuality:时灵摆「演绎」>,<OrangeQuality:時の振り子「演繹」>
RelicConfig_20164_BattleDesc,aJud,z造物_RelicConfig_A.csv,23,RelicConfig,BattleDesc,,每造成 1 次伤害，获得 [Arg1] 点临时<PowerIconKeywords:力量>，最多 5 层，层数满时获得 [Arg1] 点<PowerIconKeywords:力量>。,ダメージを与えるたび、[Arg1]点の一時的な<PowerIconKeywords:力>を獲得し、毎ターン最大5点まで発動する。点数が上限に達した時、[Arg1]点の<PowerIconKeywords:力>を獲得する。
RelicConfig_20164_Desc,aJue,z造物_RelicConfig_A.csv,23,RelicConfig,Desc,,每造成 1 次伤害，获得 [Arg1] 点临时<PowerIconKeywords:力量>，最多 5 层，层数满时获得 [Arg1] 点<PowerIconKeywords:力量>。,ダメージを与えるたび、[Arg1]点の一時的な<PowerIconKeywords:力>を獲得し、毎ターン最大5点まで発動する。点数が上限に達した時、[Arg1]点の<PowerIconKeywords:力>を獲得する。
RelicConfig_20164_Name,aJuf,z造物_RelicConfig_A.csv,23,RelicConfig,Name,,<OrangeQuality:时灵摆「未眠」>,<OrangeQuality:時の振り子「不寝」>
RelicConfig_21906_BattleDesc,aJvl,z造物_RelicConfig_A.csv,24,RelicConfig,BattleDesc,,「打击」获得 3 点算力，随机弃 1 张牌；「防御」抽 3 张牌，失去 1 点算力。,「攻撃」は3点の行動力を獲得し、ランダムにカードを1枚捨てる。「防御」はカードを3枚引き、1点の行動力を失う。
RelicConfig_21906_Desc,aJvm,z造物_RelicConfig_A.csv,24,RelicConfig,Desc,,「打击」获得 3 点算力，随机弃 1 张牌；「防御」抽 3 张牌，失去 1 点算力。,「攻撃」は3点の行動力を獲得し、ランダムにカードを1枚捨てる。「防御」はカードを3枚引き、1点の行動力を失う。
RelicConfig_21906_Name,aJvn,z造物_RelicConfig_A.csv,24,RelicConfig,Name,,<RedQuality:快乐唱片+>,<RedQuality:ハッピーレコード+>
RelicConfig_21906_StoryDesc,aJvo,z造物_RelicConfig_A.csv,24,RelicConfig,StoryDesc,,录下了著名小提琴家最后的演出的唱片。\n自那以后，它能带来火焰。,有名なバイオリニストの最後の演奏を録音したレコード。\nそれ以来、火をもたらす。
RelicConfig_13763_BattleDesc,aJgR,z造物_RelicConfig_A.csv,25,RelicConfig,BattleDesc,,战斗开始时，获得 [Arg1] 点护盾。回合开始时如果拥有护盾，该回合中护盾和治疗强效+ 50%。,戦闘開始時、[Arg1]点のシールドを獲得する。ターン開始時にシールドがある場合、そのターン中のシールドとライフ回復効果+50%。
RelicConfig_13763_Desc,aJgS,z造物_RelicConfig_A.csv,25,RelicConfig,Desc,,战斗开始时，获得 [Arg1] 点护盾。回合开始时如果拥有护盾，该回合中护盾和治疗强效+ 50%。,戦闘開始時、[Arg1]点のシールドを獲得する。ターン開始時にシールドがある場合、そのターン中のシールドとライフ回復効果+50%。
RelicConfig_13763_Name,aJgT,z造物_RelicConfig_A.csv,25,RelicConfig,Name,,异化花园守护者,変異した庭園守護者
RelicConfig_13908_BattleDesc,aJrt,z造物_RelicConfig_A.csv,26,RelicConfig,BattleDesc,,使用「狂气爆发」后，所属唤醒体获得[Arg1]点狂气。,「狂気解放」を発動後、覚醒体は[Arg1]狂気を獲得する。
RelicConfig_13908_Desc,aJru,z造物_RelicConfig_A.csv,26,RelicConfig,Desc,,使用「狂气爆发」后，所属唤醒体获得[Arg1]点狂气。,「狂気解放」を発動後、覚醒体は[Arg1]狂気を獲得する。
RelicConfig_13908_Name,aJrv,z造物_RelicConfig_A.csv,26,RelicConfig,Name,,异化无名之神的面纱,変異した無名の神のヴェール
RelicConfig_13900_BattleDesc,aJqR,z造物_RelicConfig_A.csv,27,RelicConfig,BattleDesc,,使用「狂气爆发」后，所有手牌算力消耗 -1。,「狂気解放」を発動後、すべての手札の行動力消費-1。
RelicConfig_13900_Desc,aJqS,z造物_RelicConfig_A.csv,27,RelicConfig,Desc,,使用「狂气爆发」后，所有手牌的算力消耗 -1。,「狂気解放」を発動後、すべての手札の行動力消費-1。
RelicConfig_13900_Name,aJqT,z造物_RelicConfig_A.csv,27,RelicConfig,Name,,异化文明之光,変異した文明の光
RelicConfig_13874_BattleDesc,aJoV,z造物_RelicConfig_A.csv,28,RelicConfig,BattleDesc,,奇数回合中，剩余手牌数量为 0 时，抽 2 张牌；偶数回合中，剩余算力为 0 时，获得 2 点算力。,奇数ターン中、手札の残り枚数が0の場合、カードを2枚引く。偶数ターン中、残りの行動力が0の場合、2点の行動力を獲得する。
RelicConfig_13874_Desc,aJoW,z造物_RelicConfig_A.csv,28,RelicConfig,Desc,,奇数回合中，剩余手牌数量为 0 时，抽 2 张牌；偶数回合中，剩余算力为 0 时，获得 2 点算力。,奇数ターン中、手札の残り枚数が0の場合、カードを2枚引く。偶数ターン中、残りの行動力が0の場合、2点の行動力を獲得する。
RelicConfig_13874_Name,aJoX,z造物_RelicConfig_A.csv,28,RelicConfig,Name,,异化黄金向导,変異した黄金ガイド
RelicConfig_13825_BattleDesc,aJlt,z造物_RelicConfig_A.csv,29,RelicConfig,BattleDesc,,每消耗 10 个黑印，回复 [Arg1] 点生命。,10黒章を消費するたび、ライフが1％回復する。
RelicConfig_13825_Desc,aJlu,z造物_RelicConfig_A.csv,29,RelicConfig,Desc,,每消耗 10 个黑印，回复 1% 生命。,10黒章を消費するたび、ライフが1％回復する。
RelicConfig_13825_Name,aJlv,z造物_RelicConfig_A.csv,29,RelicConfig,Name,,逆生根,逆生根
RelicConfig_13781_BattleDesc,aJih,z造物_RelicConfig_A.csv,30,RelicConfig,BattleDesc,,每消耗 1 个黑印，所有唤醒体获得 1 点狂气。,1黒章を消費するたび、すべての覚醒体が1狂気を獲得する。
RelicConfig_13781_Desc,aJii,z造物_RelicConfig_A.csv,30,RelicConfig,Desc,,每消耗 1 个黑印，所有唤醒体获得 1 点狂气。,1黒章を消費するたび、すべての覚醒体が1狂気を獲得する。
RelicConfig_13781_Name,aJij,z造物_RelicConfig_A.csv,30,RelicConfig,Name,,逆生花,逆生花
RelicConfig_13790_BattleDesc,aJiR,z造物_RelicConfig_A.csv,31,RelicConfig,BattleDesc,,每次地图移动会获得 10 个黑印，但地图移动带来的精神压力将提高 10 点。,マップを移動するたびに10黒章を獲得するが、マップ移動による精神的ストレスが10点増加する。
RelicConfig_13790_Desc,aJiS,z造物_RelicConfig_A.csv,31,RelicConfig,Desc,,每次地图移动会获得 10 个黑印，但地图移动带来的精神压力将提高 10 点。,マップを移動するたびに10黒章を獲得するが、マップ移動による精神的ストレスが10点増加する。
RelicConfig_13790_Name,aJiT,z造物_RelicConfig_A.csv,31,RelicConfig,Name,,无底袋,底なしの袋
RelicConfig_13801_BattleDesc,aJjJ,z造物_RelicConfig_A.csv,32,RelicConfig,BattleDesc,,常规战斗中所有敌人的生命提升 30%，战斗胜利时额外获得 25 个黑印。,通常戦闘のすべての敵のライフが30%増加し、戦闘勝利時に追加で25黒章を獲得する。
RelicConfig_13801_Desc,aJjK,z造物_RelicConfig_A.csv,32,RelicConfig,Desc,,常规战斗中所有敌人的生命提升 30%，战斗胜利时额外获得 25 个黑印。,通常戦闘のすべての敵のライフが30%増加し、戦闘勝利時に追加で25黒章を獲得する。
RelicConfig_13801_Name,aJjL,z造物_RelicConfig_A.csv,32,RelicConfig,Name,,残破战旗,ぼろぼろの戦旗
RelicConfig_13897_BattleDesc,aJqF,z造物_RelicConfig_A.csv,33,RelicConfig,BattleDesc,,「<ExaltIconKeywords:灵知觉醒>」在回合结束时保留。,「<ExaltIconKeywords:霊知覚醒>」はターン終了時、保留される。
RelicConfig_13897_Desc,aJqG,z造物_RelicConfig_A.csv,33,RelicConfig,Desc,,「<ExaltIconKeywords:灵知觉醒>」在回合结束时保留。,「<ExaltIconKeywords:霊知覚醒>」はターン終了時、保留される。
RelicConfig_13897_Name,aJqH,z造物_RelicConfig_A.csv,33,RelicConfig,Name,,白色镜面,白い鏡
RelicConfig_13873_BattleDesc,aJoR,z造物_RelicConfig_A.csv,34,RelicConfig,BattleDesc,,打出「<ExaltIconKeywords:灵知觉醒>」后，移除所有敌人的护盾。,「<ExaltIconKeywords:霊知覚醒>」を使用後、すべての敵のシールドを除去する。
RelicConfig_13873_Desc,aJoS,z造物_RelicConfig_A.csv,34,RelicConfig,Desc,,打出「<ExaltIconKeywords:灵知觉醒>」后，移除所有敌人的护盾。,「<ExaltIconKeywords:霊知覚醒>」を使用後、すべての敵のシールドを除去する。
RelicConfig_13873_Name,aJoT,z造物_RelicConfig_A.csv,34,RelicConfig,Name,,黑色镜面,黒い鏡
RelicConfig_13762_BattleDesc,aJgN,z造物_RelicConfig_A.csv,35,RelicConfig,BattleDesc,,打出「防御」时，获得[Arg1]点<RetaliateIconKeywords:反击>。,「防御」を使用した時、[Arg1]点の<RetaliateIconKeywords:反撃>を獲得する。
RelicConfig_13762_Desc,aJgO,z造物_RelicConfig_A.csv,35,RelicConfig,Desc,,打出「防御」时，获得[Arg1]点<RetaliateIconKeywords:反击>。,「防御」を使用した時、[Arg1]点の<RetaliateIconKeywords:反撃>を獲得する。
RelicConfig_13762_Name,aJgP,z造物_RelicConfig_A.csv,35,RelicConfig,Name,,异化刺荨麻背心,変異したイラクサのベスト
RelicConfig_13762_StoryDesc,aJgQ,z造物_RelicConfig_A.csv,35,RelicConfig,StoryDesc,,无法分辨沾染的液体。,付着した液体を識別できません。
RelicConfig_13797_BattleDesc,aJjt,z造物_RelicConfig_A.csv,36,RelicConfig,BattleDesc,,打出3张打击卡后，升级为一个黄金造物,「攻撃」を3枚使用した後、高級遺物にアップグレードする。
RelicConfig_13797_Desc,aJju,z造物_RelicConfig_A.csv,36,RelicConfig,Desc,,打出3张打击卡后，升级为一个黄金造物,「攻撃」を3枚使用した後、高級遺物にアップグレードする。
RelicConfig_13797_Name,aJjv,z造物_RelicConfig_A.csv,36,RelicConfig,Name,,破旧的笔记本1,古びたノート 1
RelicConfig_13797_StoryDesc,aJjw,z造物_RelicConfig_A.csv,36,RelicConfig,StoryDesc,,一本破旧的日记本，内页中塞满了夹页，粗看至少包含艾尔沃斯地图、实验记录、布满三角融蚀痕的信笺。\n笔记前段的内容字迹工整端正，后续却逐步潦草凌乱。,一冊の古びた日記帳。ページの間には多くの資料が挟まれており、ざっと見ただけでも、アイズルワースの地図、実験記録、三角形の融蝕痕がびっしりと付いた便箋が含まれている。\n日記の前半は文字が整然として丁寧だが、後半になるにつれ、次第に乱雑になっている。
RelicConfig_13796_BattleDesc,aJjp,z造物_RelicConfig_A.csv,37,RelicConfig,BattleDesc,,战斗结束时，生命值剩余50%以下时，升级为一个白银造物,戦闘終了時、ライフが50％以下の場合、低級遺物にアップグレードする。
RelicConfig_13796_Desc,aJjq,z造物_RelicConfig_A.csv,37,RelicConfig,Desc,,战斗结束时，生命值剩余50%以下时，升级为一个白银造物,戦闘終了時、ライフが50％以下の場合、低級遺物にアップグレードする。
RelicConfig_13796_Name,aJjr,z造物_RelicConfig_A.csv,37,RelicConfig,Name,,破旧的笔记本2,古びたノート 2
RelicConfig_13796_StoryDesc,aJjs,z造物_RelicConfig_A.csv,37,RelicConfig,StoryDesc,,一本破旧的日记本，内页中塞满了夹页，粗看至少包含艾尔沃斯地图、实验记录、布满三角融蚀痕的信笺。\n笔记前段的内容字迹工整端正，后续却逐步潦草凌乱。,一冊の古びた日記帳。ページの間には多くの資料が挟まれており、ざっと見ただけでも、アイズルワースの地図、実験記録、三角形の融蝕痕がびっしりと付いた便箋が含まれている。\n日記の前半は文字が整然として丁寧だが、後半になるにつれ、次第に乱雑になっている。
RelicConfig_13776_BattleDesc,aJhN,z造物_RelicConfig_A.csv,38,RelicConfig,BattleDesc,,战斗开始后，获得 1 条触腕。,戦闘開始時、触腕を1本獲得する。
RelicConfig_13776_Desc,aJhO,z造物_RelicConfig_A.csv,38,RelicConfig,Desc,,战斗开始后，获得 1 条触腕。,戦闘開始時、触腕を1本獲得する。
RelicConfig_13776_Name,aJhP,z造物_RelicConfig_A.csv,38,RelicConfig,Name,,<WhiteQuality:小黄螺>,<WhiteQuality:黄色い小さな貝>
RelicConfig_13776_StoryDesc,aJhQ,z造物_RelicConfig_A.csv,38,RelicConfig,StoryDesc,,这只小黄螺出身高贵，有着完美的、无可挑剔的来源。,この小さな黄色いカタツムリは高貴な出自を持ち、完璧で非の打ち所がない。
RelicConfig_13942_BattleDesc,aJtZ,z造物_RelicConfig_A.csv,39,RelicConfig,BattleDesc,,每有 1 条触腕，回合结束时获得 [Arg1] 点护盾，若触腕处于静海姿态，该效果额外获得 50% 护盾。,触腕1本ごとに、ターン終了時[Arg1]点のシールドを獲得する。「静海」姿勢の場合、追加で50%のシールドを獲得する。
RelicConfig_13942_Desc,aJua,z造物_RelicConfig_A.csv,39,RelicConfig,Desc,,每有 1 条触腕，回合结束时获得 [Arg1] 点护盾，若触腕处于静海姿态，该效果额外获得 50% 护盾。,触腕1本ごとに、ターン終了時[Arg1]点のシールドを獲得する。「静海」姿勢の場合、追加で50%のシールドを獲得する。
RelicConfig_13942_Name,aJub,z造物_RelicConfig_A.csv,39,RelicConfig,Name,,<WhiteQuality:无名附肢>,<WhiteQuality:名無しの肢体>
RelicConfig_13942_StoryDesc,aJuc,z造物_RelicConfig_A.csv,39,RelicConfig,StoryDesc,,小心扎手。,刺されないように気をつけて。
RelicConfig_13803_BattleDesc,aJjR,z造物_RelicConfig_A.csv,40,RelicConfig,BattleDesc,,每 3 个回合获得 3 条临时触腕。,3ターンごとに、一時的な触腕を3本獲得する。
RelicConfig_13803_Desc,aJjS,z造物_RelicConfig_A.csv,40,RelicConfig,Desc,,每 3 个回合获得 3 条临时触腕。,3ターンごとに、一時的な触腕を3本獲得する。
RelicConfig_13803_Name,aJjT,z造物_RelicConfig_A.csv,40,RelicConfig,Name,,<WhiteQuality:潜水头盔>,<WhiteQuality:潜水ヘルメット>
