Activity_55110_ActivityTips,aaDh,h活动_Activity_A.csv,58,Activity,ActivityTips,,<Title:活动简介>\n1、活动期间，守密人可通过限时玩法「花园往事」、「缪斯之吻」和「成就奖励」收集三种「诗文」，「诗文」可在「柯蕾特的花房」中用于交换从而获得道具奖励，包括活动限定SR命轮「往昔的花与诗」、无垢之芯、流明之芯、贤石碎屑、拟态凝晶等。\n2、活动期间「特遣纪录：玫瑰的栖居」将免费开放。\n\n<Title:活动时间>\n1、7 月 15 日 9:00 - 7 月 29 日 9:00（GMT+8），所有活动内容均可参与。\n2、7 月 29 日 9:00 - 8 月 5 日 9:00（GMT+8），仅保留「柯蕾特的花房」和「成就奖励」，其他内容均已结束不可参与。\n\n<Title: 花园往事>\n1、「花园往事」包含 5 个关卡，每 2 天自动开放 1 个。\n2、每次挑战将消耗 120 点灵啡肽，挑战成功将获得活动货币「惆怅的诗文」、「遗憾的诗文」和「欢欣的诗文」。\n3、关卡通关后，解锁该关卡的「重现」功能。请注意：使用「重现」功能时，无法获得同调率。\n4、可以使用校友会助战和「共鸣：花园挽歌」来帮助你更轻松地通关。\n5、关卡解锁后第2天，解锁该关卡的癫狂难度。完成癫狂难度首通可获得丰厚的活动货币奖励。\n6、请注意：癫狂难度挑战不消耗灵啡肽，不可重现，且首通后重复挑战不会再获得活动货币奖励。\n\n<Title: 诗文加成>\n1、守密人拥有特定唤醒体或命轮（不要求上阵）可以使「花园往事」关卡任务报酬中的「惆怅的诗文」、「遗憾的诗文」和「欢欣的诗文」获得额外的掉落加成（包括重现），具体加成如下：\n·唤醒体「奥尔拉」：启灵0/1/2/3及以上，加成20%/30%/40%/50%\n·SSR命轮「诗笺的句尾」：叠位0/1/2/3及以上，加成20%/30%/40%/50%\n·SR命轮「往昔的花与诗」：叠位0/1/2/3及以上，加成20%/30%/40%/50%\n2、不同唤醒体或命轮的「诗文加成」以叠加的方式结算。\n3、特别的，癫狂难度首通挑战奖励不会受到「诗文加成」影响。\n\n<Title:共鸣：花园挽歌>\n1、守密人可以通过完成活动成就获取「灰烬之心」。 \n2、消耗「灰烬之心」，激活「共鸣：花园挽歌」，可以获得以下加成：\n（1）让守密人在活动玩法「花园往事」中变得更强，挑战更加轻松。\n（2）提升完成「花园往事」挑战后获得的活动货币。\n（3）激活活动玩法「缪斯之吻」。\n\n<Title: 缪斯之吻>\n·激活共鸣「万物生长」后，每小时自动获得60「惆怅的诗文」，最多储存 25 小时。\n·激活共鸣「以诗换花」后，「缪斯之吻」每小时可额外获得60「遗憾的诗文」。\n\n<Title: 柯蕾特的花房>\n1、「柯蕾特的花房」共有三个花圃，开启时间如下：\n·「鸢尾花圃」： 7 月 15 日 9 时开启。\n·「桔梗花圃」： 7 月 17 日 9 时开启。\n·「蔷薇花圃」： 7 月 19 日 9 时开启。\n2、每次交换将消耗 1000「惆怅的诗文」/「遗憾的诗文」/「欢欣的诗文」，随机获得花圃中的五个物品奖励。\n3、每个花圃的物品奖励分为「特殊物品」和「普通物品」两种，重置时可以使特殊物品奖励的剩余数量重置至上限，具体规则为：\n（1）前2次重置：当「特殊物品」无剩余数量后，守密人可以选择重置，重置后会将「特殊物品」和「普通物品」的剩余数量重置至上限；也可以选择继续交换，当「普通物品」也无剩余数量后，须进行重置才可以继续交换。\n（2）第3次开始重置：当「普通物品」无剩余数量后才可以进行重置，重置会将「普通物品」的剩余数量重置至上限，「特殊物品」不再重置。\n4、8 月 5 日 9:00（GMT+8）后，剩余未交换的「诗文」将按照每200个兑换「蔷薇金券*5000」的比例进行回收，请守密人注意查收邮件。\n\n<Title: 特遣纪录>\n1、活动期间「特遣纪录：玫瑰的栖居」将免费开放。每隔2天会推出新的事件，通关「特遣纪录：玫瑰的栖居」后可以在成就奖励中获得银芯、活动限定SR命轮「往昔的花与诗」等奖励，成就奖励仅在活动期间开启，活动结束后将无法完成和领取。\n2、活动结束后，「特遣纪录：玫瑰的栖居」的调查进度会保留，如果活动期间未解锁「特遣纪录：玫瑰的栖居」，活动结束后仍然可以消耗「现实起点」*7解锁。\n3、无论是否在活动期间，通关「特遣纪录：玫瑰的栖居」后都可以获得「钥令：春天的献诗」。,<Title:イベント概要>\n1、イベント期間中、守秘者は期間限定の「花園の記憶」、「ミューズのキス」および「達成報酬」を通じて、イベント通貨である3種類の「詩文」を収集できます。「詩文」は「コレットの温室」で交換を行うことができ、イベント限定SR命輪「昔日の花と詩」、ヘブンズコア、ルミナスコア、賢石の破片、擬態凝晶などのアイテム報酬を獲得することができます。\n2、イベント期間中「特務記録：薔薇の住処」が無料開放されます。\n\n<Title:イベント期間>\n1、7月15日9:00 - 7月29日9:00【GMT＋8】、すべてのイベント内容に参加可能です。\n2、7月29日9:00 - 8月5日9:00【GMT+8】、参加できるのは「コレットの温室」と「達成報酬」のみです。\n\n<Title:花園の記憶>\n1、「花園の記憶」は5つのステージがあり、2日ごとに1ステージが自動開放されます。\n2、挑戦ごとに「エンフェリン」×120を消費し、クリアするとイベント通貨「憂愁の詩文」、「後悔の詩文」、「歓喜の詩文」を獲得できます。\n3、ステージクリア後、そのステージの「リプレイ」機能が解放されます。\n※注意：「リプレイ」機能を使用すると同調率を獲得できません。\n4、フレンドの救援と「共鳴：花園の挽歌」を活用し、より簡単にクリア可能です。\n5、任意の難易度でステージクリア後、超難度が解放されます。初回クリアで大量のイベント通貨報酬を獲得できます。\n6、注意：「超難度」はエンフェリンを消費せず、リプレイ不可で、初回以降は報酬はありません。\n\n<Title:詩文ボーナス>\n1、守秘者が特定の覚醒体や命輪を所持している場合（編成は不要）、「花園の記憶」ステージの「憂愁の詩文」、「後悔の詩文」、「歓喜の詩文」に追加ドロップボーナスが得られます。（リプレイを含む）\n具体的なボーナスは以下の通り：\n・覚醒体「オルラ」：霊知啓発0/1/2/3以上、ボーナス20%/30%/40%/50%\n・SSR命輪「詩の結び」：強化0/1/2/3以上、ボーナス20%/30%/40%/50%\n・SR命輪「昔日の花と詩」：強化0/1/2/3以上、ボーナス20%/30%/40%/50%\n2、異なる覚醒体や命輪の「詩文ボーナス」は累計で合計されます。\n3、特に、超難度の初回クリア報酬は上記ボーナスの影響を受けません。\n\n<Title:共鳴：花園の挽歌>\n1、守秘者はイベント実績を完了することで「灰の心」を獲得できます。\n2、「灰の心」を消費して、「共鳴：花園の挽歌」を発動すると、以下の効果が得られます：\n（1）イベントステージ「花園の記憶」で守秘者が強化され、挑戦がより簡単になります。\n（2）「花園の記憶」クリア後のイベント通貨が増えます。\n（3）イベントコンテンツ「ミューズのキス」が解放されます。\n\n<Title:ミューズのキス>\n・共鳴「万物成長」を発動すると、1時間ごとにさらに60の「憂愁の詩文」を自動で取得し、最大25時間分まで蓄積されます。\n・共鳴「詩と花の交換」を発動すると、「ミューズのキス」は1時間ごとにさらに60の「後悔の詩文」を追加で取得できます。\n\n<Title:コレットの温室>\n1、「コレットの温室」には3つの花壇があり、開放時間は以下の通りです：\n・「菖蒲の花壇」：7月15日9:00開放。\n・「桔梗の花壇」：7月17日9:00開放。\n・「薔薇の花壇」：7月19日9:00開放。\n2、1回の交換ごとに「憂愁の詩文」/「遺憾の詩文」/「歓喜の詩文」を1000個消費し、花壇のアイテム報酬から5つをランダムに獲得します。\n3、各花壇のアイテム報酬は「特別アイテム」と「通常アイテム」の2種類に分かれます。リセット時に「特別アイテム」報酬の数量を上限まで戻すことができます。\n具体的なルールは以下の通りです：\n（1）最初2回までのリセット：「特別アイテム」の残量がなくなった場合、守秘者はリセットを選ぶことができ、「特別アイテム」と「通常アイテム」の残量を上限まで戻せます。\nもしくは、そのまま交換を続けることもできますが、「通常アイテム」も残量がなくなった場合は、リセットを行う必要があります。\n（2）3回目以降のリセット：「通常アイテム」の残量がなくなった場合にのみリセット可能になります。リセットにより「通常アイテム」の残量を上限まで戻せますが、「特別アイテム」は戻りません。\n4、8月5日9:00【GMT＋8】以降、未交換の「詩文」は200個につき「薔薇金券×5000」に換算されますので、守秘者はメールを確認してください。\n\n<Title:特務記録>\n1、イベント期間中「特務記録：薔薇の住処」が無料で開放されます。2日ごとに新しい事件が追加され、「特務記録：薔薇の住処」をクリアすると、達成報酬でシルバーコア、イベント限定SR命輪「昔日の花と詩」などを獲得できます。達成報酬はイベント期間中だけ開放され、イベント終了後にはクリアおよび受け取りはできません。\n2、イベント終了後も「特務記録：薔薇の住処」の調査進捗は保持されます。イベント期間中に「特務記録：薔薇の住処」を開放していない場合でも、イベント終了後に「起点装置」×7を消費して開放可能です。\n3、イベント期間中かどうかにかかわらず、「特務記録：薔薇の住処」をクリアすると「キーオーダー：春の詩集」を獲得できます。,,,,,,,,,,,,
Activity_55110_ActivityPlot,aaDf,h活动_Activity_A.csv,58,Activity,ActivityPlot,,少女们的笑声响起，回荡在大火尚未燃起的花园。\n为这美丽的往昔驻足吧，我的朋友。\n听尚未凋零的春天，轻声讲述过去的故事。,少女たちの笑い声が、まだ炎を知らぬ花園に響き渡る。\nこの美しい過去に立ち止まるといい、友よ。\nいまだ枯れぬ春が、過去の物語を静かに語るのを聞いてほしい。,,,,,,,,,,,,
Activity_55110_BannerText,aaDi,h活动_Activity_A.csv,58,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_55110_ActivityStageEndContent,aaDg,h活动_Activity_A.csv,58,Activity,ActivityStageEndContent,,活动已结束，当前仅可参与「柯蕾特的花房」,イベントは終了し、現在は「コレットの温室」のみ参加可能です。,,,,,,,,,,,,
Activity_55457_ActivityName,aaDk,h活动_Activity_A.csv,59,Activity,ActivityName,,宁静的裂殖,静かな分裂,,,,,,,,,,,,
Activity_56431_BannerText,aaDS,h活动_Activity_A.csv,60,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_56433_BannerText,aaEe,h活动_Activity_A.csv,61,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_56427_BannerText,aaDu,h活动_Activity_A.csv,63,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_56430_BannerText,aaDM,h活动_Activity_A.csv,65,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_56436_BannerText,aaEw,h活动_Activity_A.csv,66,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_56432_BannerText,aaDY,h活动_Activity_A.csv,68,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_56435_ActivityPlot,aaEn,h活动_Activity_A.csv,70,Activity,ActivityPlot,,Hysteria，又名歇斯底里症、癔症。\n在你们身处的年代，它与死亡同义。\n\n幸运的是，弥萨格的科学家和调查员同样疯狂：他们决心攻克这一难题。,「Hysteria」——別名ヒステリー症。\nこの時代、それはすなわち死を意味した。\n\nだが幸運にも、ミサゴの科学者と調査員もまた、狂気の沙汰ではなかった。彼らは、この難題を克服することを決意したのだ。,,,,,,,,,,,,
Activity_56435_BannerText,aaEq,h活动_Activity_A.csv,70,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_56482_ActivityName,aaFc,h活动_Activity_A.csv,71,Activity,ActivityName,,宁静的裂殖,静かな分裂,,,,,,,,,,,,
Activity_56428_ActivityPlot,aaDx,h活动_Activity_A.csv,72,Activity,ActivityPlot,,深海的倒影上，王的梦境消散，神的国度也已腐朽。\n她从旧日的幻梦中走来，走入未来坍塌的废墟。\n她询问深渊，深渊缄默不语。\n她向深渊祭祀，回应她的，只有她自己。,深海の水鏡に映る影の中、王の夢は消え、神国もまた朽ち果てた。\n彼女は太古の幻夢から歩み出でて、未来の崩壊した廃墟に踏み入る。\n深淵に問うても、それはただ沈黙し\n深淵に祈れども、答えるは己のみ。,,,,,,,,,,,,
Activity_56428_BannerText,aaDA,h活动_Activity_A.csv,72,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_56434_BannerText,aaEk,h活动_Activity_A.csv,74,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_67727_BannerText,abay,h活动_Activity_A.csv,75,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_68405_BannerText,abda,h活动_Activity_A.csv,78,Activity,BannerText,,玩法活动限时开启！,期間限定イベント開催中！,,,,,,,,,,,,
Activity_67741_ActivityTips,abbF,h活动_Activity_A.csv,79,Activity,ActivityTips,,<Title:活动简介>\n1、玩法活动复刻「故事的魔法」限时开放，守密人可通过「魔法剧本商店」和「成就奖励」再次获得活动限定命轮「35mm 的魔法」与活动限定头像「以银钥之名：莉莉」！\n2、活动期间，「特遣纪录：故事的魔法」将限时免费解锁。\n\n<Title:剧本迷思>\n1、「剧本迷思」包含 9 个素材关卡，每天自动开放 1 个。\n2、每次挑战将消耗 120 点灵啡肽，挑战成功将获得活动货币。\n3、关卡通关后，解锁该关卡的「重现」功能。请注意：使用「重现」功能时，无法获得同调率。\n4、可以使用校友会助战和「共鸣：导演密码」来帮助你更轻松地通关。\n\n<Title:灵感加成>\n1、守密人拥有特定唤醒体或命轮（不要求上阵）可以使「剧本迷思」关卡任务报酬中的「飘零的灵感」获得额外的掉落加成（包括重现），具体加成如下：\n·唤醒体「莉莉」：启灵0/1/2/3及以上，加成20%/30%/40%/50%\n·SSR命轮「跨越疼痛」：叠位0/1/2/3及以上，加成20%/30%/40%/50%\n·SR命轮「35mm的魔法」：叠位0/1/2/3及以上，加成20%/30%/40%/50%\n2、不同唤醒体或命轮的「灵感加成」以叠加的方式结算。 \n3、特别的，癫狂难度首通挑战奖励不会受到上述加成影响。\n\n<Title:共鸣：导演密码>\n1、守密人可以通过完成活动成就获取「演绎之心」。 \n2、消耗「演绎之心」，激活「共鸣：导演密码」，可以让守密人在活动玩法「剧本迷思」和「特遣纪录：故事的魔法」中变得更强。\n\n<Title:复刻补偿>\n1、此前已经解锁「特遣纪录：故事的魔法」的守密人，在本次复刻活动期间重新解锁时将会获得「飘零的灵感」*700的补偿。\n此前已经获得活动限定头像「以银钥之名：莉莉」的守密人，重复获得时将自动转换为「飘零的灵感」*2000。\n此前已经获得激活共鸣材料「演绎之心」的守密人，每获得 1 个多余的「演绎之心」将自动转换为「蔷薇金券」*5000。\n\n<Title:活动时间>\n1、1 月 13 日 9:00 - 1 月 27 日 9:00（GMT+8），活动简介中的所有内容均可参与。\n2、1 月 27 日 9:00 - 2 月 3 日 9:00（GMT+8），仅保留「魔法剧本商店」和「成就奖励」，其他内容均已结束不可参与。\n3、2 月 3 日 9:00（GMT+8）后，剩余未兑换的「飘零的灵感」将按照每个兑换「蔷薇金券*40」的比例进行回收，请守密人注意查收邮件。,<Title:イベント概要>\n1、復刻イベント「物語の魔法」が期間限定でオープン！\n「魔法の脚本屋」と「達成報酬」を通じて、再びイベント限定SR命輪「35mmの魔法」や、イベント限定アイコン「銀の鍵の名のもとに：リリー」を獲得できます。\n2、イベント期間中、「特務記録：物語の魔法」が無料解放されます。\n\n<Title:脚本の謎>\n1、「脚本の謎」は9つのステージがあり、毎日1つ自動で開放されます。\n※開放後、前提となる特務記録ステージをクリアする必要があります。\n2、各挑戦には120点のエンフェリンを消費し、ステージ毎に異なる素材ドロップと、イベント通貨「揺蕩う閃き」を獲得できます。\nステージクリア後、そのステージの「リプレイ」機能が解放されます。\n3、フレンドの救援や「共鳴：監督の演出指示」を利用すると、より簡単にクリアできます。\n\n<Title:閃きホーナス>\n1、特定の覚醒体や命輪を所持すると適用されます。（参戦は不要）\n「脚本の謎」ステージ報酬のイベント通貨「揺蕩う閃き」の追加ドロップボーナスが得られます。（リプレイを含む）\n具体的なボーナスは以下の通り：\n·覚醒体「リリー」：霊知啓発0/1/2/3以上、ボーナス20%/30%/40%/50%\n·SSR命輪「痛みを越えて」：強化0/1/2/3以上、ボーナス20%/30%/40%/50%\n·SR命輪「35mmの魔法」：強化0/1/2/3以上、ボーナス20%/30%/40%/50%\n2、異なる覚醒体や命輪の「閃きボーナス」は累積で計算されます。\n\n<Title:共鳴：監督の演出指示>\n1、守密者は達成報酬を完了することで「演技の心」を獲得できます。 \n2、「演技の心」を消費して「共鳴：監督の演出指示」を起動すると、イベントステージ「脚本の謎」と「特務記録：物語の魔法」で守秘者がより強化されます。\nさらに「脚本の謎」の挑戦後に獲得する「揺蕩う閃き」と、同調率の報酬を増加させることができます。\n\n<Title:復刻補償>\n1、イベント期間中、以前に「特務記録：物語の魔法」を解放した守密者は、再解放時に「揺蕩う閃き」×700の補償を得られます。\n以前に、イベント限定アイコン「銀の鍵の名のもとに：リリー」を獲得していた場合、再獲得時に自動的に「揺蕩う閃き」×2000に変換されます。\n以前に共鳴活性素材「演技の心」を獲得していた場合、余剰の「演技の心」を1個獲得するごとに自動的に「薔薇金券」×5000に変換されます。\n\n<Title:イベント期間>\n1、1月13日 9:00 - 1月27日 9:00【GMT+8】、すべてのイベント内容に参加できます。\n2、1月27日 9:00 - 2月3日 9:00（GMT+8）、「魔法の脚本屋」と「達成報酬」のみが残り、他の内容は終了し参加できません。\n2月3日9:00【GMT+8】以降、未交換の「揺蕩う閃き」は1つにつき「薔薇金券×40」に換算されますので、守秘者はメールを確認してください。,,,,,,,,,,,,
